candidate,office,district,party,county,votes
Sara Richardson Thomas,State House,31,D,Harrison,
Reta Holden,State House,34,D,Harrison,
Kevin Horan,State House,34,D,Harrison,
Jimmy Davidson,State House,36,D,Harrison,
Karl Malinski Gibbs,State House,36,D,Harrison,
"Edward N. Houston, Jr.",State House,36,D,Harrison,
Hester Jackson-McCray,State House,40,D,Harrison,
Francis J. Miller,State House,40,D,Harrison,
Eugene Crosby,State House,42,D,Harrison,
Reecy Lathan Dickson,State House,42,D,Harrison,
Carl L. Mickens,State House,42,D,Harrison,
Clark Adams,State House,45,D,Harrison,
Michael Ted Evans,State House,45,D,Harrison,
Oscar Denton,State House,55,D,Harrison,
Chris Green,State House,55,D,Harrison,
Arrick Rice,State House,55,D,Harrison,
Deborah Butler Dixon,State House,63,D,Harrison,
Machelle Shelby Kyles,State House,63,D,Harrison,
Christopher M. Bell,State House,65,D,Harrison,
Arqullas Coleman,State House,65,D,Harrison,
James Covington,State House,65,D,Harrison,
Jarvis Dortch,State House,66,D,Harrison,
Brad A. Oberhousen,State House,66,D,Harrison,
Credell Calhoun,State House,68,D,Harrison,
Kenneth Shearrill,State House,68,D,Harrison,
Alyce Griffin Clarke,State House,69,D,Harrison,
Plavise Patty Patterson,State House,69,D,Harrison,
Samuel Lee Begley,State House,70,D,Harrison,
Tammy Cotton,State House,70,D,Harrison,
Kathy Sykes,State House,70,D,Harrison,
Kimberly L. Campbell,State House,72,D,Harrison,
Corinthian Sanders,State House,72,D,Harrison,
Allen Burks,State House,85,D,Harrison,
Maurice Hudson,State House,85,D,Harrison,
America Chuck Middleton,State House,85,D,Harrison,
Tasha Dillon,State House,98,D,Harrison,
David W. Myers,State House,98,D,Harrison,
Jeramey D. Anderson,State House,110,D,Harrison,
Mitch Ellerby,State House,110,D,Harrison,
Hunter Dawkins,State House,121,D,Harrison,326
Brian Pearse,State House,121,D,Harrison,327
Robert Gray,Governor,,D,Hinds,9892
Valerie Adream Smartt Short,Governor,,D,Hinds,7513
Vicki Slater,Governor,,D,Hinds,13829
Jelani Barr,Lt. Governor,,D,Hinds,9124
Tim Johnson,Lt. Governor,,D,Hinds,21202
Steve Hale,State Senate,10,D,Hinds,
Bill Stone,State Senate,10,D,Hinds,
Clara/Claire Dawkins-Davis,State Senate,11,D,Hinds,
"James Jimmy S. Edwards, Jr.",State Senate,11,D,Hinds,
Robert L. Jackson,State Senate,11,D,Hinds,
Barbara Blackmon,State Senate,21,D,Hinds,
Kenneth Wayne Jones,State Senate,21,D,Hinds,
John Horhn,State Senate,26,D,Hinds,5557
Stephen Thompson,State Senate,26,D,Hinds,1886
David Blount,State Senate,29,D,Hinds,6556
Eclecius L. Franklin,State Senate,29,D,Hinds,354
Kathryn Michell Orey Perry,State Senate,29,D,Hinds,780
Keith K. Jackson,State Senate,32,D,Hinds,
"Sampson Jackson, II",State Senate,32,D,Hinds,
Juan Barnett,State Senate,34,D,Hinds,
Trey Chinn,State Senate,34,D,Hinds,
Deborah Shelby Woullard,State Senate,34,D,Hinds,
Albert Butler,State Senate,36,D,Hinds,1593
"Elvis E. Colenburg, Sr.",State Senate,36,D,Hinds,193
Jeffery Coach Harness,State Senate,36,D,Hinds,252
Etta Batteaste-Taplin,State Senate,37,D,Hinds,
Bob M. Dearing,State Senate,37,D,Hinds,
Angela Baker Brooks,State Senate,38,D,Hinds,
Albert Eubanks,State Senate,38,D,Hinds,
Gregory Harris,State Senate,38,D,Hinds,
"Daryl L. Porter, Jr.",State Senate,38,D,Hinds,
Tammy Felder Witherspoon,State Senate,38,D,Hinds,
Deborah Dawkins,State Senate,48,D,Hinds,
"Joseph B. Piernas, Sr.",State Senate,48,D,Hinds,
Lauren Childers,State House,3,D,Hinds,
Jimmy Wayne Russell,State House,3,D,Hinds,
John Faulkner,State House,5,D,Hinds,
Jacqueline Simon,State House,5,D,Hinds,
Cedric Burnett,State House,9,D,Hinds,
Marilyn L. Young,State House,9,D,Hinds,
Michael Cathey,State House,11,D,Hinds,
Lataisha M. Jackson,State House,11,D,Hinds,
Jim Newman,State House,17,D,Hinds,
Charles Penson,State House,17,D,Hinds,
Sanford Johnson,State House,26,D,Hinds,
Orlando W. Paden,State House,26,D,Hinds,
Leroy Lacy,State House,27,D,Hinds,
"Bulus E. Leflore, Jr.",State House,27,D,Hinds,
Kenneth Walker,State House,27,D,Hinds,
Robert E. Huddleston,State House,30,D,Hinds,
Zack Huffman,State House,30,D,Hinds,
Tracey Rosebud,State House,30,D,Hinds,
Lester Williams,State House,30,D,Hinds,
Charles Modley,State House,31,D,Hinds,
Sara Richardson Thomas,State House,31,D,Hinds,
Reta Holden,State House,34,D,Hinds,
Kevin Horan,State House,34,D,Hinds,
Jimmy Davidson,State House,36,D,Hinds,
Karl Malinski Gibbs,State House,36,D,Hinds,
"Edward N. Houston, Jr.",State House,36,D,Hinds,
Hester Jackson-McCray,State House,40,D,Hinds,
Francis J. Miller,State House,40,D,Hinds,
Eugene Crosby,State House,42,D,Hinds,
Reecy Lathan Dickson,State House,42,D,Hinds,
Carl L. Mickens,State House,42,D,Hinds,
Clark Adams,State House,45,D,Hinds,
Michael Ted Evans,State House,45,D,Hinds,
Oscar Denton,State House,55,D,Hinds,
Chris Green,State House,55,D,Hinds,
Arrick Rice,State House,55,D,Hinds,
Deborah Butler Dixon,State House,63,D,Hinds,1873
Machelle Shelby Kyles,State House,63,D,Hinds,1802
Christopher M. Bell,State House,65,D,Hinds,1578
Arqullas Coleman,State House,65,D,Hinds,756
James Covington,State House,65,D,Hinds,805
Jarvis Dortch,State House,66,D,Hinds,2128
Brad A. Oberhousen,State House,66,D,Hinds,1230
Credell Calhoun,State House,68,D,Hinds,1771
Kenneth Shearrill,State House,68,D,Hinds,722
Alyce Griffin Clarke,State House,69,D,Hinds,1857
Plavise Patty Patterson,State House,69,D,Hinds,566
Samuel Lee Begley,State House,70,D,Hinds,1207
Tammy Cotton,State House,70,D,Hinds,965
Kathy Sykes,State House,70,D,Hinds,1325
Kimberly L. Campbell,State House,72,D,Hinds,2646
Corinthian Sanders,State House,72,D,Hinds,311
Allen Burks,State House,85,D,Hinds,
Maurice Hudson,State House,85,D,Hinds,
America Chuck Middleton,State House,85,D,Hinds,
Tasha Dillon,State House,98,D,Hinds,
David W. Myers,State House,98,D,Hinds,
Jeramey D. Anderson,State House,110,D,Hinds,
Mitch Ellerby,State House,110,D,Hinds,
Hunter Dawkins,State House,121,D,Hinds,
Brian Pearse,State House,121,D,Hinds,
Robert Gray,Governor,,D,Holmes,2308
Valerie Adream Smartt Short,Governor,,D,Holmes,979
Vicki Slater,Governor,,D,Holmes,1115
Jelani Barr,Lt. Governor,,D,Holmes,1075
Tim Johnson,Lt. Governor,,D,Holmes,3158
Steve Hale,State Senate,10,D,Holmes,
Bill Stone,State Senate,10,D,Holmes,
Clara/Claire Dawkins-Davis,State Senate,11,D,Holmes,
"James Jimmy S. Edwards, Jr.",State Senate,11,D,Holmes,
Robert L. Jackson,State Senate,11,D,Holmes,
Barbara Blackmon,State Senate,21,D,Holmes,998
Kenneth Wayne Jones,State Senate,21,D,Holmes,696
John Horhn,State Senate,26,D,Holmes,
Stephen Thompson,State Senate,26,D,Holmes,
David Blount,State Senate,29,D,Holmes,
Eclecius L. Franklin,State Senate,29,D,Holmes,
Kathryn Michell Orey Perry,State Senate,29,D,Holmes,
Keith K. Jackson,State Senate,32,D,Holmes,
"Sampson Jackson, II",State Senate,32,D,Holmes,
Juan Barnett,State Senate,34,D,Holmes,
Trey Chinn,State Senate,34,D,Holmes,
Deborah Shelby Woullard,State Senate,34,D,Holmes,
Albert Butler,State Senate,36,D,Holmes,
"Elvis E. Colenburg, Sr.",State Senate,36,D,Holmes,
Jeffery Coach Harness,State Senate,36,D,Holmes,
Etta Batteaste-Taplin,State Senate,37,D,Holmes,
Bob M. Dearing,State Senate,37,D,Holmes,
Angela Baker Brooks,State Senate,38,D,Holmes,
Albert Eubanks,State Senate,38,D,Holmes,
Gregory Harris,State Senate,38,D,Holmes,
"Daryl L. Porter, Jr.",State Senate,38,D,Holmes,
Tammy Felder Witherspoon,State Senate,38,D,Holmes,
Deborah Dawkins,State Senate,48,D,Holmes,
"Joseph B. Piernas, Sr.",State Senate,48,D,Holmes,
Lauren Childers,State House,3,D,Holmes,
Jimmy Wayne Russell,State House,3,D,Holmes,
John Faulkner,State House,5,D,Holmes,
Jacqueline Simon,State House,5,D,Holmes,
Cedric Burnett,State House,9,D,Holmes,
Marilyn L. Young,State House,9,D,Holmes,
Michael Cathey,State House,11,D,Holmes,
Lataisha M. Jackson,State House,11,D,Holmes,
Jim Newman,State House,17,D,Holmes,
Charles Penson,State House,17,D,Holmes,
Sanford Johnson,State House,26,D,Holmes,
Orlando W. Paden,State House,26,D,Holmes,
Leroy Lacy,State House,27,D,Holmes,
"Bulus E. Leflore, Jr.",State House,27,D,Holmes,
Kenneth Walker,State House,27,D,Holmes,
Robert E. Huddleston,State House,30,D,Holmes,
Zack Huffman,State House,30,D,Holmes,
Tracey Rosebud,State House,30,D,Holmes,
Lester Williams,State House,30,D,Holmes,
Charles Modley,State House,31,D,Holmes,
Sara Richardson Thomas,State House,31,D,Holmes,
Reta Holden,State House,34,D,Holmes,466
Kevin Horan,State House,34,D,Holmes,693
Jimmy Davidson,State House,36,D,Holmes,
Karl Malinski Gibbs,State House,36,D,Holmes,
"Edward N. Houston, Jr.",State House,36,D,Holmes,
Hester Jackson-McCray,State House,40,D,Holmes,
Francis J. Miller,State House,40,D,Holmes,
Eugene Crosby,State House,42,D,Holmes,
Reecy Lathan Dickson,State House,42,D,Holmes,
Carl L. Mickens,State House,42,D,Holmes,
Clark Adams,State House,45,D,Holmes,
Michael Ted Evans,State House,45,D,Holmes,
Oscar Denton,State House,55,D,Holmes,
Chris Green,State House,55,D,Holmes,
Arrick Rice,State House,55,D,Holmes,
Deborah Butler Dixon,State House,63,D,Holmes,
Machelle Shelby Kyles,State House,63,D,Holmes,
Christopher M. Bell,State House,65,D,Holmes,
Arqullas Coleman,State House,65,D,Holmes,
James Covington,State House,65,D,Holmes,
Jarvis Dortch,State House,66,D,Holmes,
Brad A. Oberhousen,State House,66,D,Holmes,
Credell Calhoun,State House,68,D,Holmes,
Kenneth Shearrill,State House,68,D,Holmes,
Alyce Griffin Clarke,State House,69,D,Holmes,
Plavise Patty Patterson,State House,69,D,Holmes,
Samuel Lee Begley,State House,70,D,Holmes,
Tammy Cotton,State House,70,D,Holmes,
Kathy Sykes,State House,70,D,Holmes,
Kimberly L. Campbell,State House,72,D,Holmes,
Corinthian Sanders,State House,72,D,Holmes,
Allen Burks,State House,85,D,Holmes,
Maurice Hudson,State House,85,D,Holmes,
America Chuck Middleton,State House,85,D,Holmes,
Tasha Dillon,State House,98,D,Holmes,
David W. Myers,State House,98,D,Holmes,
Jeramey D. Anderson,State House,110,D,Holmes,
Mitch Ellerby,State House,110,D,Holmes,
Hunter Dawkins,State House,121,D,Holmes,
Brian Pearse,State House,121,D,Holmes,
Robert Gray,Governor,,D,Humphreys,1458
Valerie Adream Smartt Short,Governor,,D,Humphreys,564
Vicki Slater,Governor,,D,Humphreys,685
Jelani Barr,Lt. Governor,,D,Humphreys,590
Tim Johnson,Lt. Governor,,D,Humphreys,1936
Steve Hale,State Senate,10,D,Humphreys,
Bill Stone,State Senate,10,D,Humphreys,
Clara/Claire Dawkins-Davis,State Senate,11,D,Humphreys,
"James Jimmy S. Edwards, Jr.",State Senate,11,D,Humphreys,
Robert L. Jackson,State Senate,11,D,Humphreys,
Barbara Blackmon,State Senate,21,D,Humphreys,
Kenneth Wayne Jones,State Senate,21,D,Humphreys,
John Horhn,State Senate,26,D,Humphreys,
Stephen Thompson,State Senate,26,D,Humphreys,
David Blount,State Senate,29,D,Humphreys,
Eclecius L. Franklin,State Senate,29,D,Humphreys,
Kathryn Michell Orey Perry,State Senate,29,D,Humphreys,
Keith K. Jackson,State Senate,32,D,Humphreys,
"Sampson Jackson, II",State Senate,32,D,Humphreys,
Juan Barnett,State Senate,34,D,Humphreys,
Trey Chinn,State Senate,34,D,Humphreys,
Deborah Shelby Woullard,State Senate,34,D,Humphreys,
Albert Butler,State Senate,36,D,Humphreys,
"Elvis E. Colenburg, Sr.",State Senate,36,D,Humphreys,
Jeffery Coach Harness,State Senate,36,D,Humphreys,
Etta Batteaste-Taplin,State Senate,37,D,Humphreys,
Bob M. Dearing,State Senate,37,D,Humphreys,
Angela Baker Brooks,State Senate,38,D,Humphreys,
Albert Eubanks,State Senate,38,D,Humphreys,
Gregory Harris,State Senate,38,D,Humphreys,
"Daryl L. Porter, Jr.",State Senate,38,D,Humphreys,
Tammy Felder Witherspoon,State Senate,38,D,Humphreys,
Deborah Dawkins,State Senate,48,D,Humphreys,
"Joseph B. Piernas, Sr.",State Senate,48,D,Humphreys,
Lauren Childers,State House,3,D,Humphreys,
Jimmy Wayne Russell,State House,3,D,Humphreys,
John Faulkner,State House,5,D,Humphreys,
Jacqueline Simon,State House,5,D,Humphreys,
Cedric Burnett,State House,9,D,Humphreys,
Marilyn L. Young,State House,9,D,Humphreys,
Michael Cathey,State House,11,D,Humphreys,
Lataisha M. Jackson,State House,11,D,Humphreys,
Jim Newman,State House,17,D,Humphreys,
Charles Penson,State House,17,D,Humphreys,
Sanford Johnson,State House,26,D,Humphreys,
Orlando W. Paden,State House,26,D,Humphreys,
Leroy Lacy,State House,27,D,Humphreys,
"Bulus E. Leflore, Jr.",State House,27,D,Humphreys,
Kenneth Walker,State House,27,D,Humphreys,
Robert E. Huddleston,State House,30,D,Humphreys,
Zack Huffman,State House,30,D,Humphreys,
Tracey Rosebud,State House,30,D,Humphreys,
Lester Williams,State House,30,D,Humphreys,
Charles Modley,State House,31,D,Humphreys,30
Sara Richardson Thomas,State House,31,D,Humphreys,25
Reta Holden,State House,34,D,Humphreys,
Kevin Horan,State House,34,D,Humphreys,
Jimmy Davidson,State House,36,D,Humphreys,
Karl Malinski Gibbs,State House,36,D,Humphreys,
"Edward N. Houston, Jr.",State House,36,D,Humphreys,
Hester Jackson-McCray,State House,40,D,Humphreys,
Francis J. Miller,State House,40,D,Humphreys,
Eugene Crosby,State House,42,D,Humphreys,
Reecy Lathan Dickson,State House,42,D,Humphreys,
Carl L. Mickens,State House,42,D,Humphreys,
Clark Adams,State House,45,D,Humphreys,
Michael Ted Evans,State House,45,D,Humphreys,
Oscar Denton,State House,55,D,Humphreys,
Chris Green,State House,55,D,Humphreys,
Arrick Rice,State House,55,D,Humphreys,
Deborah Butler Dixon,State House,63,D,Humphreys,
Machelle Shelby Kyles,State House,63,D,Humphreys,
Christopher M. Bell,State House,65,D,Humphreys,
Arqullas Coleman,State House,65,D,Humphreys,
James Covington,State House,65,D,Humphreys,
Jarvis Dortch,State House,66,D,Humphreys,
Brad A. Oberhousen,State House,66,D,Humphreys,
Credell Calhoun,State House,68,D,Humphreys,
Kenneth Shearrill,State House,68,D,Humphreys,
Alyce Griffin Clarke,State House,69,D,Humphreys,
Plavise Patty Patterson,State House,69,D,Humphreys,
Samuel Lee Begley,State House,70,D,Humphreys,
Tammy Cotton,State House,70,D,Humphreys,
Kathy Sykes,State House,70,D,Humphreys,
Kimberly L. Campbell,State House,72,D,Humphreys,
Corinthian Sanders,State House,72,D,Humphreys,
Allen Burks,State House,85,D,Humphreys,
Maurice Hudson,State House,85,D,Humphreys,
America Chuck Middleton,State House,85,D,Humphreys,
Tasha Dillon,State House,98,D,Humphreys,
David W. Myers,State House,98,D,Humphreys,
Jeramey D. Anderson,State House,110,D,Humphreys,
Mitch Ellerby,State House,110,D,Humphreys,
Hunter Dawkins,State House,121,D,Humphreys,
Brian Pearse,State House,121,D,Humphreys,
Robert Gray,Governor,,D,Issaquena,228
Valerie Adream Smartt Short,Governor,,D,Issaquena,106
Vicki Slater,Governor,,D,Issaquena,134
Jelani Barr,Lt. Governor,,D,Issaquena,126
Tim Johnson,Lt. Governor,,D,Issaquena,321
Steve Hale,State Senate,10,D,Issaquena,
Bill Stone,State Senate,10,D,Issaquena,
Clara/Claire Dawkins-Davis,State Senate,11,D,Issaquena,
"James Jimmy S. Edwards, Jr.",State Senate,11,D,Issaquena,
Robert L. Jackson,State Senate,11,D,Issaquena,
Barbara Blackmon,State Senate,21,D,Issaquena,
Kenneth Wayne Jones,State Senate,21,D,Issaquena,
John Horhn,State Senate,26,D,Issaquena,
Stephen Thompson,State Senate,26,D,Issaquena,
David Blount,State Senate,29,D,Issaquena,
Eclecius L. Franklin,State Senate,29,D,Issaquena,
Kathryn Michell Orey Perry,State Senate,29,D,Issaquena,
Keith K. Jackson,State Senate,32,D,Issaquena,
"Sampson Jackson, II",State Senate,32,D,Issaquena,
Juan Barnett,State Senate,34,D,Issaquena,
Trey Chinn,State Senate,34,D,Issaquena,
Deborah Shelby Woullard,State Senate,34,D,Issaquena,
Albert Butler,State Senate,36,D,Issaquena,
"Elvis E. Colenburg, Sr.",State Senate,36,D,Issaquena,
Jeffery Coach Harness,State Senate,36,D,Issaquena,
Etta Batteaste-Taplin,State Senate,37,D,Issaquena,
Bob M. Dearing,State Senate,37,D,Issaquena,
Angela Baker Brooks,State Senate,38,D,Issaquena,
Albert Eubanks,State Senate,38,D,Issaquena,
Gregory Harris,State Senate,38,D,Issaquena,
"Daryl L. Porter, Jr.",State Senate,38,D,Issaquena,
Tammy Felder Witherspoon,State Senate,38,D,Issaquena,
Deborah Dawkins,State Senate,48,D,Issaquena,
"Joseph B. Piernas, Sr.",State Senate,48,D,Issaquena,
Lauren Childers,State House,3,D,Issaquena,
Jimmy Wayne Russell,State House,3,D,Issaquena,
John Faulkner,State House,5,D,Issaquena,
Jacqueline Simon,State House,5,D,Issaquena,
Cedric Burnett,State House,9,D,Issaquena,
Marilyn L. Young,State House,9,D,Issaquena,
Michael Cathey,State House,11,D,Issaquena,
Lataisha M. Jackson,State House,11,D,Issaquena,
Jim Newman,State House,17,D,Issaquena,
Charles Penson,State House,17,D,Issaquena,
Sanford Johnson,State House,26,D,Issaquena,
Orlando W. Paden,State House,26,D,Issaquena,
Leroy Lacy,State House,27,D,Issaquena,
"Bulus E. Leflore, Jr.",State House,27,D,Issaquena,
Kenneth Walker,State House,27,D,Issaquena,
Robert E. Huddleston,State House,30,D,Issaquena,
Zack Huffman,State House,30,D,Issaquena,
Tracey Rosebud,State House,30,D,Issaquena,
Lester Williams,State House,30,D,Issaquena,
Charles Modley,State House,31,D,Issaquena,
Sara Richardson Thomas,State House,31,D,Issaquena,
Reta Holden,State House,34,D,Issaquena,
Kevin Horan,State House,34,D,Issaquena,
Jimmy Davidson,State House,36,D,Issaquena,
Karl Malinski Gibbs,State House,36,D,Issaquena,
"Edward N. Houston, Jr.",State House,36,D,Issaquena,
Hester Jackson-McCray,State House,40,D,Issaquena,
Francis J. Miller,State House,40,D,Issaquena,
Eugene Crosby,State House,42,D,Issaquena,
Reecy Lathan Dickson,State House,42,D,Issaquena,
Carl L. Mickens,State House,42,D,Issaquena,
Clark Adams,State House,45,D,Issaquena,
Michael Ted Evans,State House,45,D,Issaquena,
Oscar Denton,State House,55,D,Issaquena,
Chris Green,State House,55,D,Issaquena,
Arrick Rice,State House,55,D,Issaquena,
Deborah Butler Dixon,State House,63,D,Issaquena,
Machelle Shelby Kyles,State House,63,D,Issaquena,
Christopher M. Bell,State House,65,D,Issaquena,
Arqullas Coleman,State House,65,D,Issaquena,
James Covington,State House,65,D,Issaquena,
Jarvis Dortch,State House,66,D,Issaquena,
Brad A. Oberhousen,State House,66,D,Issaquena,
Credell Calhoun,State House,68,D,Issaquena,
Kenneth Shearrill,State House,68,D,Issaquena,
Alyce Griffin Clarke,State House,69,D,Issaquena,
Plavise Patty Patterson,State House,69,D,Issaquena,
