candidate,office,district,party,county,precinct,votes,winner,page
Jim Hedges,President,,Prohibition,Hinds,Precinct 93,1,,10
Gary Johnson,President,,Libertarian,Hinds,Precinct 93,0,,10
Jill Stein,President,,Green,Hinds,Precinct 93,2,,10
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 93,69,,10
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 93,661,,10
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 93,10,,10
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 93,14,,10
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 93,X,,10
Hillary Clinton,President,,Democrat,Hinds,Precinct 94,1626,,11
Donald J. Trump,President,,Republican,Hinds,Precinct 94,193,,11
Darrell Castle,President,,Constitution,Hinds,Precinct 94,6,,11
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 94,0,,11
Jim Hedges,President,,Prohibition,Hinds,Precinct 94,0,,11
Gary Johnson,President,,Libertarian,Hinds,Precinct 94,10,,11
Jill Stein,President,,Green,Hinds,Precinct 94,10,,11
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 94,157,,11
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 94,1649,,11
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 94,9,,11
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 94,41,,11
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 94,X,,11
Hillary Clinton,President,,Democrat,Hinds,Precinct 96,924,,11
Donald J. Trump,President,,Republican,Hinds,Precinct 96,229,,11
Darrell Castle,President,,Constitution,Hinds,Precinct 96,2,,11
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Precinct 96,0,,11
Jim Hedges,President,,Prohibition,Hinds,Precinct 96,0,,11
Gary Johnson,President,,Libertarian,Hinds,Precinct 96,7,,11
Jill Stein,President,,Green,Hinds,Precinct 96,4,,11
John Bouie ii,U.S.House,2,Republican,Hinds,Precinct 96,208,,11
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Precinct 96,933,,11
Johnny McLeod,U.S.House,2,Reform,Hinds,Precinct 96,10,,11
Troy Ray,U.S.House,2,Independent,Hinds,Precinct 96,19,,11
Gregg Harper,U.S. House,3,Republican,Hinds,Precinct 96,X,,11
Hillary Clinton,President,,Democrat,Hinds,Raymond 1,622,,11
Donald J. Trump,President,,Republican,Hinds,Raymond 1,905,,11
Darrell Castle,President,,Constitution,Hinds,Raymond 1,6,,11
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Raymond 1,0,,11
Jim Hedges,President,,Prohibition,Hinds,Raymond 1,0,,11
Gary Johnson,President,,Libertarian,Hinds,Raymond 1,16,,11
Jill Stein,President,,Green,Hinds,Raymond 1,6,,11
John Bouie ii,U.S.House,2,Republican,Hinds,Raymond 1,854,,11
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Raymond 1,625,,11
Johnny McLeod,U.S.House,2,Reform,Hinds,Raymond 1,27,,11
Troy Ray,U.S.House,2,Independent,Hinds,Raymond 1,46,,11
Gregg Harper,U.S. House,3,Republican,Hinds,Raymond 1,X,,11
Hillary Clinton,President,,Democrat,Hinds,Raymond 2,643,,11
Donald J. Trump,President,,Republican,Hinds,Raymond 2,988,,11
Darrell Castle,President,,Constitution,Hinds,Raymond 2,8,,11
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Raymond 2,1,,11
Jim Hedges,President,,Prohibition,Hinds,Raymond 2,0,,11
Gary Johnson,President,,Libertarian,Hinds,Raymond 2,12,,11
Jill Stein,President,,Green,Hinds,Raymond 2,4,,11
John Bouie ii,U.S.House,2,Republican,Hinds,Raymond 2,918,,11
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Raymond 2,655,,11
Johnny McLeod,U.S.House,2,Reform,Hinds,Raymond 2,14,,11
Troy Ray,U.S.House,2,Independent,Hinds,Raymond 2,47,,11
Gregg Harper,U.S. House,3,Republican,Hinds,Raymond 2,X,,11
Hillary Clinton,President,,Democrat,Hinds,Springridge,1295,,11
Donald J. Trump,President,,Republican,Hinds,Springridge,927,,11
Darrell Castle,President,,Constitution,Hinds,Springridge,3,,11
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Springridge,1,,11
Jim Hedges,President,,Prohibition,Hinds,Springridge,1,,11
Gary Johnson,President,,Libertarian,Hinds,Springridge,19,,11
Jill Stein,President,,Green,Hinds,Springridge,11,,11
John Bouie ii,U.S.House,2,Republican,Hinds,Springridge,862,,11
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Springridge,1327,,11
Johnny McLeod,U.S.House,2,Reform,Hinds,Springridge,18,,11
Troy Ray,U.S.House,2,Independent,Hinds,Springridge,40,,11
Gregg Harper,U.S. House,3,Republican,Hinds,Springridge,X,,11
Hillary Clinton,President,,Democrat,Hinds,St Thomas,297,,11
Donald J. Trump,President,,Republican,Hinds,St Thomas,11,,11
Darrell Castle,President,,Constitution,Hinds,St Thomas,1,,11
Rocky' Roque De La Fuente,President,,American Delta,Hinds,St Thomas,0,,11
Jim Hedges,President,,Prohibition,Hinds,St Thomas,0,,11
Gary Johnson,President,,Libertarian,Hinds,St Thomas,1,,11
Jill Stein,President,,Green,Hinds,St Thomas,1,,11
John Bouie ii,U.S.House,2,Republican,Hinds,St Thomas,11,,11
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,St Thomas,303,,11
Johnny McLeod,U.S.House,2,Reform,Hinds,St Thomas,1,,11
Troy Ray,U.S.House,2,Independent,Hinds,St Thomas,4,,11
Gregg Harper,U.S. House,3,Republican,Hinds,St Thomas,X,,11
Hillary Clinton,President,,Democrat,Hinds,Terry 1,973,,11
Donald J. Trump,President,,Republican,Hinds,Terry 1,293,,11
Darrell Castle,President,,Constitution,Hinds,Terry 1,2,,11
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Terry 1,1,,11
Jim Hedges,President,,Prohibition,Hinds,Terry 1,0,,11
Gary Johnson,President,,Libertarian,Hinds,Terry 1,4,,11
Jill Stein,President,,Green,Hinds,Terry 1,1,,11
John Bouie ii,U.S.House,2,Republican,Hinds,Terry 1,255,,11
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Terry 1,1002,,11
Johnny McLeod,U.S.House,2,Reform,Hinds,Terry 1,5,,11
Troy Ray,U.S.House,2,Independent,Hinds,Terry 1,21,,11
Gregg Harper,U.S. House,3,Republican,Hinds,Terry 1,X,,11
Hillary Clinton,President,,Democrat,Hinds,Terry 2,799,,11
Donald J. Trump,President,,Republican,Hinds,Terry 2,1631,,11
Darrell Castle,President,,Constitution,Hinds,Terry 2,3,,11
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Terry 2,1,,11
Jim Hedges,President,,Prohibition,Hinds,Terry 2,0,,11
Gary Johnson,President,,Libertarian,Hinds,Terry 2,20,,11
Jill Stein,President,,Green,Hinds,Terry 2,10,,11
John Bouie ii,U.S.House,2,Republican,Hinds,Terry 2,1545,,11
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Terry 2,826,,11
Johnny McLeod,U.S.House,2,Reform,Hinds,Terry 2,16,,11
Troy Ray,U.S.House,2,Independent,Hinds,Terry 2,59,,11
Gregg Harper,U.S. House,3,Republican,Hinds,Terry 2,X,,11
Hillary Clinton,President,,Democrat,Hinds,Tinnin,192,,11
Donald J. Trump,President,,Republican,Hinds,Tinnin,579,,11
Darrell Castle,President,,Constitution,Hinds,Tinnin,8,,11
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Tinnin,0,,11
Jim Hedges,President,,Prohibition,Hinds,Tinnin,0,,11
Gary Johnson,President,,Libertarian,Hinds,Tinnin,9,,11
Jill Stein,President,,Green,Hinds,Tinnin,2,,11
John Bouie ii,U.S.House,2,Republican,Hinds,Tinnin,520,,11
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Tinnin,207,,11
Johnny McLeod,U.S.House,2,Reform,Hinds,Tinnin,16,,11
Troy Ray,U.S.House,2,Independent,Hinds,Tinnin,33,,11
Gregg Harper,U.S. House,3,Republican,Hinds,Tinnin,X,,11
Hillary Clinton,President,,Democrat,Hinds,Utica 1,294,,11
Donald J. Trump,President,,Republican,Hinds,Utica 1,294,,11
Darrell Castle,President,,Constitution,Hinds,Utica 1,2,,11
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Utica 1,1,,11
Jim Hedges,President,,Prohibition,Hinds,Utica 1,0,,11
Gary Johnson,President,,Libertarian,Hinds,Utica 1,6,,11
Jill Stein,President,,Green,Hinds,Utica 1,2,,11
John Bouie ii,U.S.House,2,Republican,Hinds,Utica 1,253,,11
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Utica 1,313,,11
Johnny McLeod,U.S.House,2,Reform,Hinds,Utica 1,5,,11
Troy Ray,U.S.House,2,Independent,Hinds,Utica 1,16,,11
Gregg Harper,U.S. House,3,Republican,Hinds,Utica 1,X,,11
Hillary Clinton,President,,Democrat,Hinds,Utica 2,511,,11
Donald J. Trump,President,,Republican,Hinds,Utica 2,94,,11
Darrell Castle,President,,Constitution,Hinds,Utica 2,3,,11
Rocky' Roque De La Fuente,President,,American Delta,Hinds,Utica 2,1,,11
Jim Hedges,President,,Prohibition,Hinds,Utica 2,0,,11
Gary Johnson,President,,Libertarian,Hinds,Utica 2,1,,11
Jill Stein,President,,Green,Hinds,Utica 2,3,,11
John Bouie ii,U.S.House,2,Republican,Hinds,Utica 2,88,,11
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,Utica 2,523,,11
Johnny McLeod,U.S.House,2,Reform,Hinds,Utica 2,2,,11
Troy Ray,U.S.House,2,Independent,Hinds,Utica 2,3,,11
Gregg Harper,U.S. House,3,Republican,Hinds,Utica 2,X,,11
Hillary Clinton,President,,Democrat,Hinds,,67594,TRUE,12
Donald J. Trump,President,,Republican,Hinds,,25275,,12
Darrell Castle,President,,Constitution,Hinds,,270,,12
Rocky' Roque De La Fuente,President,,American Delta,Hinds,,36,,12
Jim Hedges,President,,Prohibition,Hinds,,23,,12
Gary Johnson,President,,Libertarian,Hinds,,1013,,12
Jill Stein,President,,Green,Hinds,,470,,12
John Bouie ii,U.S.House,2,Republican,Hinds,,17773,,12
Bennie G. Thompson,U.S.House,2,Democrat,Hinds,,61779,TRUE,12
Johnny McLeod,U.S.House,2,Reform,Hinds,,584,,12
Troy Ray,U.S.House,2,Independent,Hinds,,1588,,12
Gregg Harper,U.S. House,3,Republican,Hinds,,7478,TRUE,12
