candidate,office,district,party,county,votes
Roger Wicker,U.S. Senate,unexpired term,Republican,Sunflower,3462
Ronnie Musgrove,U.S. Senate,unexpired term,Democrat,Tallahatchie,3821
Roger Wicker,U.S. Senate,unexpired term,Republican,Tallahatchie,2788
Ronnie Musgrove,U.S. Senate,unexpired term,Democrat,Tate,4916
Roger Wicker,U.S. Senate,unexpired term,Republican,Tate,7196
Ronnie Musgrove,U.S. Senate,unexpired term,Democrat,Tippah,3082
Roger Wicker,U.S. Senate,unexpired term,Republican,Tippah,6315
Ronnie Musgrove,U.S. Senate,unexpired term,Democrat,Tishomingo,2657
Roger Wicker,U.S. Senate,unexpired term,Republican,Tishomingo,5477
Ronnie Musgrove,U.S. Senate,unexpired term,Democrat,Tunica,2638
Roger Wicker,U.S. Senate,unexpired term,Republican,Tunica,1261
Ronnie Musgrove,U.S. Senate,unexpired term,Democrat,Union,3880
Roger Wicker,U.S. Senate,unexpired term,Republican,Union,8082
Ronnie Musgrove,U.S. Senate,unexpired term,Democrat,Walthall,3643
Roger Wicker,U.S. Senate,unexpired term,Republican,Walthall,3822
Ronnie Musgrove,U.S. Senate,unexpired term,Democrat,Warren,10109
Roger Wicker,U.S. Senate,unexpired term,Republican,Warren,10844
Ronnie Musgrove,U.S. Senate,unexpired term,Democrat,Washington,12033
Roger Wicker,U.S. Senate,unexpired term,Republican,Washington,6442
Ronnie Musgrove,U.S. Senate,unexpired term,Democrat,Wayne,4469
Roger Wicker,U.S. Senate,unexpired term,Republican,Wayne,5204
Ronnie Musgrove,U.S. Senate,unexpired term,Democrat,Webster,1500
Roger Wicker,U.S. Senate,unexpired term,Republican,Webster,3800
Ronnie Musgrove,U.S. Senate,unexpired term,Democrat,Wilkinson,3082
Roger Wicker,U.S. Senate,unexpired term,Republican,Wilkinson,1531
Ronnie Musgrove,U.S. Senate,unexpired term,Democrat,Winston,4605
Roger Wicker,U.S. Senate,unexpired term,Republican,Winston,5344
Ronnie Musgrove,U.S. Senate,unexpired term,Democrat,Yalobusha,3000
Roger Wicker,U.S. Senate,unexpired term,Republican,Yalobusha,3684
Ronnie Musgrove,U.S. Senate,unexpired term,Democrat,Yazoo,5636
Roger Wicker,U.S. Senate,unexpired term,Republican,Yazoo,5254
Travis W. Childers,U.S. House,1,Democrat,Alcorn,8672
Greg Davis,U.S. House,1,Republican,Alcorn,6171
Wally Pang,U.S. House,1,Independent,Alcorn,65
John M. Wages Jr.,U.S. House,1,Green,Alcorn,68
Travis W. Childers,U.S. House,1,Democrat,Benton,3019
Greg Davis,U.S. House,1,Republican,Benton,1407
Wally Pang,U.S. House,1,Independent,Benton,23
John M. Wages Jr.,U.S. House,1,Green,Benton,33
Travis W. Childers,U.S. House,1,Democrat,Calhoun,4121
Greg Davis,U.S. House,1,Republican,Calhoun,2818
Wally Pang,U.S. House,1,Independent,Calhoun,34
John M. Wages Jr.,U.S. House,1,Green,Calhoun,29
Travis W. Childers,U.S. House,1,Democrat,Chickasaw,6078
Greg Davis,U.S. House,1,Republican,Chickasaw,2608
Wally Pang,U.S. House,1,Independent,Chickasaw,37
John M. Wages Jr.,U.S. House,1,Green,Chickasaw,48
Travis W. Childers,U.S. House,1,Democrat,Choctaw,2242
Greg Davis,U.S. House,1,Republican,Choctaw,1779
Wally Pang,U.S. House,1,Independent,Choctaw,12
John M. Wages Jr.,U.S. House,1,Green,Choctaw,25
Travis W. Childers,U.S. House,1,Democrat,Clay,7790
Greg Davis,U.S. House,1,Republican,Clay,3105
Wally Pang,U.S. House,1,Independent,Clay,37
John M. Wages Jr.,U.S. House,1,Green,Clay,42
Travis W. Childers,U.S. House,1,Democrat,Desoto,22259
Greg Davis,U.S. House,1,Republican,Desoto,40039
Wally Pang,U.S. House,1,Independent,Desoto,577
John M. Wages Jr.,U.S. House,1,Green,Desoto,320
Travis W. Childers,U.S. House,1,Democrat,Grenada,5996
Greg Davis,U.S. House,1,Republican,Grenada,4926
Wally Pang,U.S. House,1,Independent,Grenada,53
John M. Wages Jr.,U.S. House,1,Green,Grenada,51
Travis W. Childers,U.S. House,1,Democrat,Itawamba,5659
Greg Davis,U.S. House,1,Republican,Itawamba,4121
Wally Pang,U.S. House,1,Independent,Itawamba,83
John M. Wages Jr.,U.S. House,1,Green,Itawamba,51
Travis W. Childers,U.S. House,1,Democrat,Lafayette,9271
Greg Davis,U.S. House,1,Republican,Lafayette,8331
Wally Pang,U.S. House,1,Independent,Lafayette,298
John M. Wages Jr.,U.S. House,1,Green,Lafayette,172
Travis W. Childers,U.S. House,1,Democrat,Lee,19345
Greg Davis,U.S. House,1,Republican,Lee,14664
Wally Pang,U.S. House,1,Independent,Lee,226
John M. Wages Jr.,U.S. House,1,Green,Lee,265
Travis W. Childers,U.S. House,1,Democrat,Lowndes,15016
Greg Davis,U.S. House,1,Republican,Lowndes,11687
Wally Pang,U.S. House,1,Independent,Lowndes,134
John M. Wages Jr.,U.S. House,1,Green,Lowndes,122
Travis W. Childers,U.S. House,1,Democrat,Marshall,10809
Greg Davis,U.S. House,1,Republican,Marshall,4949
Wally Pang,U.S. House,1,Independent,Marshall,101
John M. Wages Jr.,U.S. House,1,Green,Marshall,112
Travis W. Childers,U.S. House,1,Democrat,Monroe,10897
Greg Davis,U.S. House,1,Republican,Monroe,6266
Wally Pang,U.S. House,1,Independent,Monroe,94
John M. Wages Jr.,U.S. House,1,Green,Monroe,77
Travis W. Childers,U.S. House,1,Democrat,Panola,9622
Greg Davis,U.S. House,1,Republican,Panola,5005
Wally Pang,U.S. House,1,Independent,Panola,1360
John M. Wages Jr.,U.S. House,1,Green,Panola,74
Travis W. Childers,U.S. House,1,Democrat,Pontotoc,6706
Greg Davis,U.S. House,1,Republican,Pontotoc,5880
Wally Pang,U.S. House,1,Independent,Pontotoc,87
John M. Wages Jr.,U.S. House,1,Green,Pontotoc,62
Travis W. Childers,U.S. House,1,Democrat,Prentiss,8589
Greg Davis,U.S. House,1,Republican,Prentiss,2342
Wally Pang,U.S. House,1,Independent,Prentiss,53
John M. Wages Jr.,U.S. House,1,Green,Prentiss,41
Travis W. Childers,U.S. House,1,Democrat,Tate,6100
Greg Davis,U.S. House,1,Republican,Tate,6173
Wally Pang,U.S. House,1,Independent,Tate,156
John M. Wages Jr.,U.S. House,1,Green,Tate,86
Travis W. Childers,U.S. House,1,Democrat,Tippah,5553
Greg Davis,U.S. House,1,Republican,Tippah,4012
Wally Pang,U.S. House,1,Independent,Tippah,44
John M. Wages Jr.,U.S. House,1,Green,Tippah,36
Travis W. Childers,U.S. House,1,Democrat,Tishomingo,4788
Greg Davis,U.S. House,1,Republican,Tishomingo,3412
Wally Pang,U.S. House,1,Independent,Tishomingo,56
John M. Wages Jr.,U.S. House,1,Green,Tishomingo,47
Travis W. Childers,U.S. House,1,Democrat,Union,7029
Greg Davis,U.S. House,1,Republican,Union,4988
Wally Pang,U.S. House,1,Independent,Union,58
John M. Wages Jr.,U.S. House,1,Green,Union,56
Travis W. Childers,U.S. House,1,Democrat,Webster,2278
Greg Davis,U.S. House,1,Republican,Webster,2667
Wally Pang,U.S. House,1,Independent,Webster,29
John M. Wages Jr.,U.S. House,1,Green,Webster,13
Travis W. Childers,U.S. House,1,Democrat,Winston,26
Greg Davis,U.S. House,1,Republican,Winston,30
Wally Pang,U.S. House,1,Independent,Winston,0
John M. Wages Jr.,U.S. House,1,Green,Winston,0
Travis W. Childers,U.S. House,1,Democrat,Yalobusha,4094
Greg Davis,U.S. House,1,Republican,Yalobusha,2438
Wally Pang,U.S. House,1,Independent,Yalobusha,119
John M. Wages Jr.,U.S. House,1,Green,Yalobusha,46
Richard Cook,U.S. House,2,Republican,Attala,4698
Bennie G. Thompson,U.S. House,2,Democrat,Attala,4325
Richard Cook,U.S. House,2,Republican,Bolivar,4424
Bennie G. Thompson,U.S. House,2,Democrat,Bolivar,10599
Richard Cook,U.S. House,2,Republican,Carroll,3588
Bennie G. Thompson,U.S. House,2,Democrat,Carroll,2296
Richard Cook,U.S. House,2,Republican,Claiborne,728
Bennie G. Thompson,U.S. House,2,Democrat,Claiborne,4668
Richard Cook,U.S. House,2,Republican,Coahoma,2563
Bennie G. Thompson,U.S. House,2,Democrat,Coahoma,7584
Richard Cook,U.S. House,2,Republican,Copiah,5791
Bennie G. Thompson,U.S. House,2,Democrat,Copiah,8466
Richard Cook,U.S. House,2,Republican,Hinds,22677
Bennie G. Thompson,U.S. House,2,Democrat,Hinds,69162
Richard Cook,U.S. House,2,Republican,Holmes,1549
Bennie G. Thompson,U.S. House,2,Democrat,Holmes,7857
Richard Cook,U.S. House,2,Republican,Humphreys,1224
Bennie G. Thompson,U.S. House,2,Democrat,Humphreys,3749
Richard Cook,U.S. House,2,Republican,Issaquena,336
Bennie G. Thompson,U.S. House,2,Democrat,Issaquena,592
Richard Cook,U.S. House,2,Republican,Jefferson,497
Bennie G. Thompson,U.S. House,2,Democrat,Jefferson,3937
Richard Cook,U.S. House,2,Republican,Leake,1945
Bennie G. Thompson,U.S. House,2,Democrat,Leake,2833
Richard Cook,U.S. House,2,Republican,Leflore,3693
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,8987
Richard Cook,U.S. House,2,Republican,Madison,5654
Bennie G. Thompson,U.S. House,2,Democrat,Madison,11412
Richard Cook,U.S. House,2,Republican,Montgomery,2563
Bennie G. Thompson,U.S. House,2,Democrat,Montgomery,3031
Richard Cook,U.S. House,2,Republican,Quitman,1147
Bennie G. Thompson,U.S. House,2,Democrat,Quitman,2887
Richard Cook,U.S. House,2,Republican,Sharkey,733
Bennie G. Thompson,U.S. House,2,Democrat,Sharkey,1951
Richard Cook,U.S. House,2,Republican,Sunflower,2772
Bennie G. Thompson,U.S. House,2,Democrat,Sunflower,8309
Richard Cook,U.S. House,2,Republican,Tallahatchie,2226
Bennie G. Thompson,U.S. House,2,Democrat,Tallahatchie,4588
Richard Cook,U.S. House,2,Republican,Tunica,902
Bennie G. Thompson,U.S. House,2,Democrat,Tunica,3236
Richard Cook,U.S. House,2,Republican,Warren,10273
Bennie G. Thompson,U.S. House,2,Democrat,Warren,11101
Richard Cook,U.S. House,2,Republican,Washington,5661
Bennie G. Thompson,U.S. House,2,Democrat,Washington,13547
Richard Cook,U.S. House,2,Republican,Yazoo,4720
Bennie G. Thompson,U.S. House,2,Democrat,Yazoo,6489
Joel L. Gill,U.S. House,3,Democrat,Adams,8275
Gregg Harper,U.S. House,3,Republican,Adams,6380
Joel L. Gill,U.S. House,3,Democrat,Amite,3356
Gregg Harper,U.S. House,3,Republican,Amite,4056
Joel L. Gill,U.S. House,3,Democrat,Covington,3943
Gregg Harper,U.S. House,3,Republican,Covington,5333
Joel L. Gill,U.S. House,3,Democrat,Franklin,1736
Gregg Harper,U.S. House,3,Republican,Franklin,2770
Joel L. Gill,U.S. House,3,Democrat,Hinds,5162
Gregg Harper,U.S. House,3,Republican,Hinds,10037
Joel L. Gill,U.S. House,3,Democrat,Jasper,1873
Gregg Harper,U.S. House,3,Republican,Jasper,1448
Joel L. Gill,U.S. House,3,Democrat,Jefferson Davis,4406
Gregg Harper,U.S. House,3,Republican,Jefferson Davis,2782
Joel L. Gill,U.S. House,3,Democrat,Jones,462
Gregg Harper,U.S. House,3,Republican,Jones,706
Joel L. Gill,U.S. House,3,Democrat,Kemper,3051
Gregg Harper,U.S. House,3,Republican,Kemper,2057
Joel L. Gill,U.S. House,3,Democrat,Lauderdale,11639
Gregg Harper,U.S. House,3,Republican,Lauderdale,20546
Joel L. Gill,U.S. House,3,Democrat,Lawrence,2715
Gregg Harper,U.S. House,3,Republican,Lawrence,4174
Joel L. Gill,U.S. House,3,Democrat,Leake,1691
Gregg Harper,U.S. House,3,Republican,Leake,2672
Joel L. Gill,U.S. House,3,Democrat,Lincoln,5720
Gregg Harper,U.S. House,3,Republican,Lincoln,10365
Joel L. Gill,U.S. House,3,Democrat,Madison,7418
Gregg Harper,U.S. House,3,Republican,Madison,21888
Joel L. Gill,U.S. House,3,Democrat,Marion,1607
Gregg Harper,U.S. House,3,Republican,Marion,3569
Joel L. Gill,U.S. House,3,Democrat,Neshoba,3301
Gregg Harper,U.S. House,3,Republican,Neshoba,7942
Joel L. Gill,U.S. House,3,Democrat,Newton,3073
Gregg Harper,U.S. House,3,Republican,Newton,6574
Joel L. Gill,U.S. House,3,Democrat,Noxubee,4467
Gregg Harper,U.S. House,3,Republican,Noxubee,1608
Joel L. Gill,U.S. House,3,Democrat,Oktibbeha,8374
Gregg Harper,U.S. House,3,Republican,Oktibbeha,9490
Joel L. Gill,U.S. House,3,Democrat,Pike,9169
Gregg Harper,U.S. House,3,Republican,Pike,8573
Joel L. Gill,U.S. House,3,Democrat,Rankin,12903
Gregg Harper,U.S. House,3,Republican,Rankin,48984
Joel L. Gill,U.S. House,3,Democrat,Scott,4988
Gregg Harper,U.S. House,3,Republican,Scott,6450
Joel L. Gill,U.S. House,3,Democrat,Simpson,4785
Gregg Harper,U.S. House,3,Republican,Simpson,7536
Joel L. Gill,U.S. House,3,Democrat,Smith,2256
Gregg Harper,U.S. House,3,Republican,Smith,5918
Joel L. Gill,U.S. House,3,Democrat,Walthall,3432
Gregg Harper,U.S. House,3,Republican,Walthall,4004
Joel L. Gill,U.S. House,3,Democrat,Webster,148
Gregg Harper,U.S. House,3,Republican,Webster,271
Joel L. Gill,U.S. House,3,Democrat,Wilkinson,3144
Gregg Harper,U.S. House,3,Republican,Wilkinson,1671
Joel L. Gill,U.S. House,3,Democrat,Winston,4604
Gregg Harper,U.S. House,3,Republican,Winston,5367
John McCay III,U.S. House,4,Republican,Clarke,3633
Gene Taylor,U.S. House,4,Democrat,Clarke,4542
John McCay III,U.S. House,4,Republican,Forrest,6203
Gene Taylor,U.S. House,4,Democrat,Forrest,20517
John McCay III,U.S. House,4,Republican,George,2697
Gene Taylor,U.S. House,4,Democrat,George,6569
John McCay III,U.S. House,4,Republican,Greene,1424
Gene Taylor,U.S. House,4,Democrat,Greene,4318
John McCay III,U.S. House,4,Republican,Hancock,3386
Gene Taylor,U.S. House,4,Democrat,Hancock,13425
John McCay III,U.S. House,4,Republican,Harrison,10856
Gene Taylor,U.S. House,4,Democrat,Harrison,50532
John McCay III,U.S. House,4,Republican,Jackson,12422
Gene Taylor,U.S. House,4,Democrat,Jackson,41036
John McCay III,U.S. House,4,Republican,Jasper,1348
Gene Taylor,U.S. House,4,Democrat,Jasper,4345
John McCay III,U.S. House,4,Republican,Jones,8615
Gene Taylor,U.S. House,4,Democrat,Jones,19229
John McCay III,U.S. House,4,Republican,Lamar,7915
Gene Taylor,U.S. House,4,Democrat,Lamar,15596
John McCay III,U.S. House,4,Republican,Marion,2081
Gene Taylor,U.S. House,4,Democrat,Marion,5430
John McCay III,U.S. House,4,Republican,Pearl River,8788
Gene Taylor,U.S. House,4,Democrat,Pearl River,12885
John McCay III,U.S. House,4,Republican,Perry,1247
Gene Taylor,U.S. House,4,Democrat,Perry,4353
John McCay III,U.S. House,4,Republican,Stone,1261
Gene Taylor,U.S. House,4,Democrat,Stone,5930
John McCay III,U.S. House,4,Republican,Wayne,2101
Gene Taylor,U.S. House,4,Democrat,Wayne,7835
