candidate,office,district,party,county,votes
Mitt Romney,President,,R,Forrest,2058
Rick Santorum,President,,R,Forrest,2120
E. Allen Hathcock,U.S. Senate,,R,Forrest,266
Robert Maloney,U.S. Senate,,R,Forrest,457
Roger F. Wicker,U.S. Senate,,R,Forrest,6388
Robert Estes,US House,1,R,Forrest,
Allen Nunnelee,US House,1,R,Forrest,
Henry Ross,US House,1,R,Forrest,
Bill Marcy,US House,2,R,Forrest,
Robert Allen,US House,3,R,Forrest,
Gregg Harper,US House,3,R,Forrest,
Cindy Burleson,US House,4,R,Forrest,414
Steven Palazzo,US House,4,R,Forrest,5398
Ron Vincent,US House,4,R,Forrest,1327
Michelle Bachmann,President,,R,Franklin,1
Newt Gingrich,President,,R,Franklin,329
Jon Huntsman,President,,R,Franklin,2
Gary Johnson,President,,R,Franklin,4
Ron Paul,President,,R,Franklin,30
Rick Perry,President,,R,Franklin,3
Mitt Romney,President,,R,Franklin,222
Rick Santorum,President,,R,Franklin,393
E. Allen Hathcock,U.S. Senate,,R,Franklin,29
Robert Maloney,U.S. Senate,,R,Franklin,55
Roger F. Wicker,U.S. Senate,,R,Franklin,879
Robert Estes,US House,1,R,Franklin,
Allen Nunnelee,US House,1,R,Franklin,
Henry Ross,US House,1,R,Franklin,
Bill Marcy,US House,2,R,Franklin,
Robert Allen,US House,3,R,Franklin,67
Gregg Harper,US House,3,R,Franklin,890
Cindy Burleson,US House,4,R,Franklin,
Steven Palazzo,US House,4,R,Franklin,
Ron Vincent,US House,4,R,Franklin,
Michelle Bachmann,President,,R,George,13
Newt Gingrich,President,,R,George,834
Jon Huntsman,President,,R,George,3
Gary Johnson,President,,R,George,4
Ron Paul,President,,R,George,110
Rick Perry,President,,R,George,23
Mitt Romney,President,,R,George,794
Rick Santorum,President,,R,George,1297
E. Allen Hathcock,U.S. Senate,,R,George,171
Robert Maloney,U.S. Senate,,R,George,383
Roger F. Wicker,U.S. Senate,,R,George,2403
Robert Estes,US House,1,R,George,
Allen Nunnelee,US House,1,R,George,
Henry Ross,US House,1,R,George,
Bill Marcy,US House,2,R,George,
Robert Allen,US House,3,R,George,
Gregg Harper,US House,3,R,George,
Cindy Burleson,US House,4,R,George,155
Steven Palazzo,US House,4,R,George,2440
Ron Vincent,US House,4,R,George,388
Michelle Bachmann,President,,R,Greene,6
Newt Gingrich,President,,R,Greene,562
Jon Huntsman,President,,R,Greene,3
Gary Johnson,President,,R,Greene,2
Ron Paul,President,,R,Greene,54
Rick Perry,President,,R,Greene,13
Mitt Romney,President,,R,Greene,318
Rick Santorum,President,,R,Greene,497
E. Allen Hathcock,U.S. Senate,,R,Greene,88
Robert Maloney,U.S. Senate,,R,Greene,167
Roger F. Wicker,U.S. Senate,,R,Greene,1113
Robert Estes,US House,1,R,Greene,
Allen Nunnelee,US House,1,R,Greene,
Henry Ross,US House,1,R,Greene,
Bill Marcy,US House,2,R,Greene,
Robert Allen,US House,3,R,Greene,
Gregg Harper,US House,3,R,Greene,
Cindy Burleson,US House,4,R,Greene,91
Steven Palazzo,US House,4,R,Greene,1134
Ron Vincent,US House,4,R,Greene,188
Michelle Bachmann,President,,R,Grenada,17
Newt Gingrich,President,,R,Grenada,753
Jon Huntsman,President,,R,Grenada,3
Gary Johnson,President,,R,Grenada,4
Ron Paul,President,,R,Grenada,36
Rick Perry,President,,R,Grenada,27
Mitt Romney,President,,R,Grenada,769
Rick Santorum,President,,R,Grenada,599
E. Allen Hathcock,U.S. Senate,,R,Grenada,106
Robert Maloney,U.S. Senate,,R,Grenada,88
Roger F. Wicker,U.S. Senate,,R,Grenada,1971
Robert Estes,US House,1,R,Grenada,
Allen Nunnelee,US House,1,R,Grenada,
Henry Ross,US House,1,R,Grenada,
Bill Marcy,US House,2,R,Grenada,1662
Robert Allen,US House,3,R,Grenada,
Gregg Harper,US House,3,R,Grenada,
Cindy Burleson,US House,4,R,Grenada,
Steven Palazzo,US House,4,R,Grenada,
Ron Vincent,US House,4,R,Grenada,
Michelle Bachmann,President,,R,Hancock,15
Newt Gingrich,President,,R,Hancock,1464
Jon Huntsman,President,,R,Hancock,7
Gary Johnson,President,,R,Hancock,10
Ron Paul,President,,R,Hancock,373
Rick Perry,President,,R,Hancock,18
Mitt Romney,President,,R,Hancock,1553
Rick Santorum,President,,R,Hancock,1627
E. Allen Hathcock,U.S. Senate,,R,Hancock,309
Robert Maloney,U.S. Senate,,R,Hancock,581
Roger F. Wicker,U.S. Senate,,R,Hancock,3933
Robert Estes,US House,1,R,Hancock,
Allen Nunnelee,US House,1,R,Hancock,
Henry Ross,US House,1,R,Hancock,
Bill Marcy,US House,2,R,Hancock,
Robert Allen,US House,3,R,Hancock,
Gregg Harper,US House,3,R,Hancock,
Cindy Burleson,US House,4,R,Hancock,572
Steven Palazzo,US House,4,R,Hancock,3288
Ron Vincent,US House,4,R,Hancock,996
Michelle Bachmann,President,,R,Harrison,80
Newt Gingrich,President,,R,Harrison,5271
Jon Huntsman,President,,R,Harrison,33
Gary Johnson,President,,R,Harrison,21
Ron Paul,President,,R,Harrison,1076
Rick Perry,President,,R,Harrison,66
Mitt Romney,President,,R,Harrison,5651
Rick Santorum,President,,R,Harrison,5419
E. Allen Hathcock,U.S. Senate,,R,Harrison,836
Robert Maloney,U.S. Senate,,R,Harrison,1649
Roger F. Wicker,U.S. Senate,,R,Harrison,14663
Robert Estes,US House,1,R,Harrison,
Allen Nunnelee,US House,1,R,Harrison,
Henry Ross,US House,1,R,Harrison,
Bill Marcy,US House,2,R,Harrison,
Robert Allen,US House,3,R,Harrison,
Gregg Harper,US House,3,R,Harrison,
Cindy Burleson,US House,4,R,Harrison,1685
Steven Palazzo,US House,4,R,Harrison,11672
Ron Vincent,US House,4,R,Harrison,3909
Michelle Bachmann,President,,R,Hinds,33
Newt Gingrich,President,,R,Hinds,4229
Jon Huntsman,President,,R,Hinds,18
Gary Johnson,President,,R,Hinds,10
Ron Paul,President,,R,Hinds,654
Rick Perry,President,,R,Hinds,38
Mitt Romney,President,,R,Hinds,6268
Rick Santorum,President,,R,Hinds,4232
E. Allen Hathcock,U.S. Senate,,R,Hinds,532
Robert Maloney,U.S. Senate,,R,Hinds,777
Roger F. Wicker,U.S. Senate,,R,Hinds,13730
Robert Estes,US House,1,R,Hinds,
Allen Nunnelee,US House,1,R,Hinds,
Henry Ross,US House,1,R,Hinds,
Bill Marcy,US House,2,R,Hinds,
Robert Allen,US House,3,R,Hinds,367
Gregg Harper,US House,3,R,Hinds,3634
Cindy Burleson,US House,4,R,Hinds,
Steven Palazzo,US House,4,R,Hinds,
Ron Vincent,US House,4,R,Hinds,
Michelle Bachmann,President,,R,Holmes,1
Newt Gingrich,President,,R,Holmes,204
Jon Huntsman,President,,R,Holmes,2
Gary Johnson,President,,R,Holmes,2
Ron Paul,President,,R,Holmes,12
Rick Perry,President,,R,Holmes,1
Mitt Romney,President,,R,Holmes,176
Rick Santorum,President,,R,Holmes,155
E. Allen Hathcock,U.S. Senate,,R,Holmes,27
Robert Maloney,U.S. Senate,,R,Holmes,16
Roger F. Wicker,U.S. Senate,,R,Holmes,504
Robert Estes,US House,1,R,Holmes,
Allen Nunnelee,US House,1,R,Holmes,
Henry Ross,US House,1,R,Holmes,
Bill Marcy,US House,2,R,Holmes,434
Robert Allen,US House,3,R,Holmes,
Gregg Harper,US House,3,R,Holmes,
Cindy Burleson,US House,4,R,Holmes,
Steven Palazzo,US House,4,R,Holmes,
Ron Vincent,US House,4,R,Holmes,
Michelle Bachmann,President,,R,Humphreys,1
Newt Gingrich,President,,R,Humphreys,151
Jon Huntsman,President,,R,Humphreys,2
Gary Johnson,President,,R,Humphreys,1
Ron Paul,President,,R,Humphreys,2
Rick Perry,President,,R,Humphreys,4
Mitt Romney,President,,R,Humphreys,194
Rick Santorum,President,,R,Humphreys,118
E. Allen Hathcock,U.S. Senate,,R,Humphreys,11
Robert Maloney,U.S. Senate,,R,Humphreys,13
Roger F. Wicker,U.S. Senate,,R,Humphreys,441
Robert Estes,US House,1,R,Humphreys,
Allen Nunnelee,US House,1,R,Humphreys,
Henry Ross,US House,1,R,Humphreys,
Bill Marcy,US House,2,R,Humphreys,371
Robert Allen,US House,3,R,Humphreys,
Gregg Harper,US House,3,R,Humphreys,
Cindy Burleson,US House,4,R,Humphreys,
Steven Palazzo,US House,4,R,Humphreys,
Ron Vincent,US House,4,R,Humphreys,
Michelle Bachmann,President,,R,Issaquena,0
Newt Gingrich,President,,R,Issaquena,43
Jon Huntsman,President,,R,Issaquena,0
Gary Johnson,President,,R,Issaquena,2
Ron Paul,President,,R,Issaquena,0
Rick Perry,President,,R,Issaquena,1
Mitt Romney,President,,R,Issaquena,30
Rick Santorum,President,,R,Issaquena,27
E. Allen Hathcock,U.S. Senate,,R,Issaquena,5
Robert Maloney,U.S. Senate,,R,Issaquena,7
Roger F. Wicker,U.S. Senate,,R,Issaquena,86
Robert Estes,US House,1,R,Issaquena,
Allen Nunnelee,US House,1,R,Issaquena,
Henry Ross,US House,1,R,Issaquena,
Bill Marcy,US House,2,R,Issaquena,90
Robert Allen,US House,3,R,Issaquena,
Gregg Harper,US House,3,R,Issaquena,
Cindy Burleson,US House,4,R,Issaquena,
Steven Palazzo,US House,4,R,Issaquena,
Ron Vincent,US House,4,R,Issaquena,
Michelle Bachmann,President,,R,Itawamba,11
Newt Gingrich,President,,R,Itawamba,784
Jon Huntsman,President,,R,Itawamba,3
Gary Johnson,President,,R,Itawamba,5
Ron Paul,President,,R,Itawamba,113
Rick Perry,President,,R,Itawamba,16
Mitt Romney,President,,R,Itawamba,607
Rick Santorum,President,,R,Itawamba,1226
E. Allen Hathcock,U.S. Senate,,R,Itawamba,184
Robert Maloney,U.S. Senate,,R,Itawamba,146
Roger F. Wicker,U.S. Senate,,R,Itawamba,2392
Robert Estes,US House,1,R,Itawamba,312
Allen Nunnelee,US House,1,R,Itawamba,1531
Henry Ross,US House,1,R,Itawamba,869
Bill Marcy,US House,2,R,Itawamba,
Robert Allen,US House,3,R,Itawamba,
Gregg Harper,US House,3,R,Itawamba,
Cindy Burleson,US House,4,R,Itawamba,
Steven Palazzo,US House,4,R,Itawamba,
Ron Vincent,US House,4,R,Itawamba,
Michelle Bachmann,President,,R,Jackson,60
Newt Gingrich,President,,R,Jackson,4399
Jon Huntsman,President,,R,Jackson,24
Gary Johnson,President,,R,Jackson,21
Ron Paul,President,,R,Jackson,879
Rick Perry,President,,R,Jackson,74
Mitt Romney,President,,R,Jackson,5480
Rick Santorum,President,,R,Jackson,5248
E. Allen Hathcock,U.S. Senate,,R,Jackson,661
Robert Maloney,U.S. Senate,,R,Jackson,1388
Roger F. Wicker,U.S. Senate,,R,Jackson,13663
Robert Estes,US House,1,R,Jackson,
Allen Nunnelee,US House,1,R,Jackson,
Henry Ross,US House,1,R,Jackson,
Bill Marcy,US House,2,R,Jackson,
Robert Allen,US House,3,R,Jackson,
Gregg Harper,US House,3,R,Jackson,
Cindy Burleson,US House,4,R,Jackson,1168
Steven Palazzo,US House,4,R,Jackson,11824
Ron Vincent,US House,4,R,Jackson,2777
Michelle Bachmann,President,,R,Jasper,8
Newt Gingrich,President,,R,Jasper,573
Jon Huntsman,President,,R,Jasper,2
Gary Johnson,President,,R,Jasper,3
Ron Paul,President,,R,Jasper,61
Rick Perry,President,,R,Jasper,12
Mitt Romney,President,,R,Jasper,364
Rick Santorum,President,,R,Jasper,493
E. Allen Hathcock,U.S. Senate,,R,Jasper,73
Robert Maloney,U.S. Senate,,R,Jasper,90
Roger F. Wicker,U.S. Senate,,R,Jasper,1333
Robert Estes,US House,1,R,Jasper,
Allen Nunnelee,US House,1,R,Jasper,
Henry Ross,US House,1,R,Jasper,
Bill Marcy,US House,2,R,Jasper,
Robert Allen,US House,3,R,Jasper,211
Gregg Harper,US House,3,R,Jasper,1232
Cindy Burleson,US House,4,R,Jasper,
Steven Palazzo,US House,4,R,Jasper,
Ron Vincent,US House,4,R,Jasper,
Michelle Bachmann,President,,R,Jefferson,0
Newt Gingrich,President,,R,Jefferson,68
Jon Huntsman,President,,R,Jefferson,0
Gary Johnson,President,,R,Jefferson,0
Ron Paul,President,,R,Jefferson,0
Rick Perry,President,,R,Jefferson,1
Mitt Romney,President,,R,Jefferson,52
Rick Santorum,President,,R,Jefferson,47
E. Allen Hathcock,U.S. Senate,,R,Jefferson,2
Robert Maloney,U.S. Senate,,R,Jefferson,6
Roger F. Wicker,U.S. Senate,,R,Jefferson,155
Robert Estes,US House,1,R,Jefferson,
Allen Nunnelee,US House,1,R,Jefferson,
Henry Ross,US House,1,R,Jefferson,
Bill Marcy,US House,2,R,Jefferson,123
Robert Allen,US House,3,R,Jefferson,
Gregg Harper,US House,3,R,Jefferson,
Cindy Burleson,US House,4,R,Jefferson,
Steven Palazzo,US House,4,R,Jefferson,
Ron Vincent,US House,4,R,Jefferson,
Michelle Bachmann,President,,R,Jefferson Davis,4
Newt Gingrich,President,,R,Jefferson Davis,383
Jon Huntsman,President,,R,Jefferson Davis,2
Gary Johnson,President,,R,Jefferson Davis,0
Ron Paul,President,,R,Jefferson Davis,28
Rick Perry,President,,R,Jefferson Davis,4
Mitt Romney,President,,R,Jefferson Davis,284
Rick Santorum,President,,R,Jefferson Davis,340
E. Allen Hathcock,U.S. Senate,,R,Jefferson Davis,38
Robert Maloney,U.S. Senate,,R,Jefferson Davis,63
Roger F. Wicker,U.S. Senate,,R,Jefferson Davis,916
Robert Estes,US House,1,R,Jefferson Davis,
Allen Nunnelee,US House,1,R,Jefferson Davis,
Henry Ross,US House,1,R,Jefferson Davis,
Bill Marcy,US House,2,R,Jefferson Davis,
Robert Allen,US House,3,R,Jefferson Davis,129
Gregg Harper,US House,3,R,Jefferson Davis,859
Cindy Burleson,US House,4,R,Jefferson Davis,
Steven Palazzo,US House,4,R,Jefferson Davis,
Ron Vincent,US House,4,R,Jefferson Davis,
Michelle Bachmann,President,,R,Jones,21
Newt Gingrich,President,,R,Jones,3310
Jon Huntsman,President,,R,Jones,9
Gary Johnson,President,,R,Jones,7
Ron Paul,President,,R,Jones,401
Rick Perry,President,,R,Jones,31
Mitt Romney,President,,R,Jones,2144
Rick Santorum,President,,R,Jones,2740
E. Allen Hathcock,U.S. Senate,,R,Jones,376
Robert Maloney,U.S. Senate,,R,Jones,564
Roger F. Wicker,U.S. Senate,,R,Jones,7560
Robert Estes,US House,1,R,Jones,
Allen Nunnelee,US House,1,R,Jones,
Henry Ross,US House,1,R,Jones,
Bill Marcy,US House,2,R,Jones,
Robert Allen,US House,3,R,Jones,
Gregg Harper,US House,3,R,Jones,
Cindy Burleson,US House,4,R,Jones,309
Steven Palazzo,US House,4,R,Jones,6020
Ron Vincent,US House,4,R,Jones,2189
Michelle Bachmann,President,,R,Kemper,3
Newt Gingrich,President,,R,Kemper,287
Jon Huntsman,President,,R,Kemper,6
Gary Johnson,President,,R,Kemper,2
Ron Paul,President,,R,Kemper,24
Rick Perry,President,,R,Kemper,4
Mitt Romney,President,,R,Kemper,207
Rick Santorum,President,,R,Kemper,294
E. Allen Hathcock,U.S. Senate,,R,Kemper,26
Robert Maloney,U.S. Senate,,R,Kemper,35
Roger F. Wicker,U.S. Senate,,R,Kemper,761
Robert Estes,US House,1,R,Kemper,
Allen Nunnelee,US House,1,R,Kemper,
Henry Ross,US House,1,R,Kemper,
Bill Marcy,US House,2,R,Kemper,
Robert Allen,US House,3,R,Kemper,50
Gregg Harper,US House,3,R,Kemper,764
Cindy Burleson,US House,4,R,Kemper,
Steven Palazzo,US House,4,R,Kemper,
Ron Vincent,US House,4,R,Kemper,
Michelle Bachmann,President,,R,Lafayette,14
Newt Gingrich,President,,R,Lafayette,1187
Jon Huntsman,President,,R,Lafayette,3
Gary Johnson,President,,R,Lafayette,4
Ron Paul,President,,R,Lafayette,281
Rick Perry,President,,R,Lafayette,15
Mitt Romney,President,,R,Lafayette,1496
Rick Santorum,President,,R,Lafayette,1049
E. Allen Hathcock,U.S. Senate,,R,Lafayette,171
Robert Maloney,U.S. Senate,,R,Lafayette,245
Roger F. Wicker,U.S. Senate,,R,Lafayette,3478
Robert Estes,US House,1,R,Lafayette,485
Allen Nunnelee,US House,1,R,Lafayette,2559
Henry Ross,US House,1,R,Lafayette,884
Bill Marcy,US House,2,R,Lafayette,
Robert Allen,US House,3,R,Lafayette,
Gregg Harper,US House,3,R,Lafayette,
Cindy Burleson,US House,4,R,Lafayette,
Steven Palazzo,US House,4,R,Lafayette,
Ron Vincent,US House,4,R,Lafayette,
Michelle Bachmann,President,,R,Lamar,29
Newt Gingrich,President,,R,Lamar,2663
Jon Huntsman,President,,R,Lamar,12
Gary Johnson,President,,R,Lamar,8
Ron Paul,President,,R,Lamar,368
Rick Perry,President,,R,Lamar,25
Mitt Romney,President,,R,Lamar,2473
Rick Santorum,President,,R,Lamar,2380
E. Allen Hathcock,U.S. Senate,,R,Lamar,305
Robert Maloney,U.S. Senate,,R,Lamar,539
Roger F. Wicker,U.S. Senate,,R,Lamar,6897
Robert Estes,US House,1,R,Lamar,
Allen Nunnelee,US House,1,R,Lamar,
Henry Ross,US House,1,R,Lamar,
Bill Marcy,US House,2,R,Lamar,
Robert Allen,US House,3,R,Lamar,
Gregg Harper,US House,3,R,Lamar,
Cindy Burleson,US House,4,R,Lamar,495
Steven Palazzo,US House,4,R,Lamar,6036
Ron Vincent,US House,4,R,Lamar,1243
Michelle Bachmann,President,,R,Lauderdale,21
Newt Gingrich,President,,R,Lauderdale,2657
Jon Huntsman,President,,R,Lauderdale,7
Gary Johnson,President,,R,Lauderdale,10
Ron Paul,President,,R,Lauderdale,367
Rick Perry,President,,R,Lauderdale,38
Mitt Romney,President,,R,Lauderdale,2629
Rick Santorum,President,,R,Lauderdale,3288
E. Allen Hathcock,U.S. Senate,,R,Lauderdale,178
Robert Maloney,U.S. Senate,,R,Lauderdale,429
Roger F. Wicker,U.S. Senate,,R,Lauderdale,8226
Robert Estes,US House,1,R,Lauderdale,
Allen Nunnelee,US House,1,R,Lauderdale,
Henry Ross,US House,1,R,Lauderdale,
Bill Marcy,US House,2,R,Lauderdale,
Robert Allen,US House,3,R,Lauderdale,467
Gregg Harper,US House,3,R,Lauderdale,8331
Cindy Burleson,US House,4,R,Lauderdale,
Steven Palazzo,US House,4,R,Lauderdale,
Ron Vincent,US House,4,R,Lauderdale,
Michelle Bachmann,President,,R,Lawrence,4
Newt Gingrich,President,,R,Lawrence,548
Jon Huntsman,President,,R,Lawrence,2
Gary Johnson,President,,R,Lawrence,4
Ron Paul,President,,R,Lawrence,26
Rick Perry,President,,R,Lawrence,6
Mitt Romney,President,,R,Lawrence,426
Rick Santorum,President,,R,Lawrence,501
E. Allen Hathcock,U.S. Senate,,R,Lawrence,41
Robert Maloney,U.S. Senate,,R,Lawrence,63
Roger F. Wicker,U.S. Senate,,R,Lawrence,1372
Robert Estes,US House,1,R,Lawrence,
Allen Nunnelee,US House,1,R,Lawrence,
Henry Ross,US House,1,R,Lawrence,
Bill Marcy,US House,2,R,Lawrence,
Robert Allen,US House,3,R,Lawrence,92
Gregg Harper,US House,3,R,Lawrence,1375
Cindy Burleson,US House,4,R,Lawrence,
Steven Palazzo,US House,4,R,Lawrence,
Ron Vincent,US House,4,R,Lawrence,
Michelle Bachmann,President,,R,Leake,5
Newt Gingrich,President,,R,Leake,691
Jon Huntsman,President,,R,Leake,4
Gary Johnson,President,,R,Leake,1
Ron Paul,President,,R,Leake,42
Rick Perry,President,,R,Leake,9
Mitt Romney,President,,R,Leake,456
Rick Santorum,President,,R,Leake,615
E. Allen Hathcock,U.S. Senate,,R,Leake,62
Robert Maloney,U.S. Senate,,R,Leake,103
Roger F. Wicker,U.S. Senate,,R,Leake,1622
Robert Estes,US House,1,R,Leake,
Allen Nunnelee,US House,1,R,Leake,
Henry Ross,US House,1,R,Leake,
Bill Marcy,US House,2,R,Leake,1436
Robert Allen,US House,3,R,Leake,
Gregg Harper,US House,3,R,Leake,
Cindy Burleson,US House,4,R,Leake,
Steven Palazzo,US House,4,R,Leake,
Ron Vincent,US House,4,R,Leake,
Michelle Bachmann,President,,R,Lee,29
Newt Gingrich,President,,R,Lee,3047
Jon Huntsman,President,,R,Lee,5
Gary Johnson,President,,R,Lee,6
Ron Paul,President,,R,Lee,389
Rick Perry,President,,R,Lee,46
Mitt Romney,President,,R,Lee,2449
Rick Santorum,President,,R,Lee,4261
E. Allen Hathcock,U.S. Senate,,R,Lee,410
Robert Maloney,U.S. Senate,,R,Lee,696
Roger F. Wicker,U.S. Senate,,R,Lee,8986
Robert Estes,US House,1,R,Lee,957
Allen Nunnelee,US House,1,R,Lee,6491
Henry Ross,US House,1,R,Lee,2705
Bill Marcy,US House,2,R,Lee,
Robert Allen,US House,3,R,Lee,
Gregg Harper,US House,3,R,Lee,
Cindy Burleson,US House,4,R,Lee,
Steven Palazzo,US House,4,R,Lee,
Ron Vincent,US House,4,R,Lee,
Michelle Bachmann,President,,R,Leflore,1
Newt Gingrich,President,,R,Leflore,365
Jon Huntsman,President,,R,Leflore,2
Gary Johnson,President,,R,Leflore,0
Ron Paul,President,,R,Leflore,59
Rick Perry,President,,R,Leflore,5
Mitt Romney,President,,R,Leflore,601
Rick Santorum,President,,R,Leflore,201
E. Allen Hathcock,U.S. Senate,,R,Leflore,44
Robert Maloney,U.S. Senate,,R,Leflore,37
Roger F. Wicker,U.S. Senate,,R,Leflore,1108
Robert Estes,US House,1,R,Leflore,
Allen Nunnelee,US House,1,R,Leflore,
Henry Ross,US House,1,R,Leflore,
Bill Marcy,US House,2,R,Leflore,994
Robert Allen,US House,3,R,Leflore,
Gregg Harper,US House,3,R,Leflore,
Cindy Burleson,US House,4,R,Leflore,
Steven Palazzo,US House,4,R,Leflore,
Ron Vincent,US House,4,R,Leflore,
Michelle Bachmann,President,,R,Lincoln,11
Newt Gingrich,President,,R,Lincoln,1193
Jon Huntsman,President,,R,Lincoln,5
Gary Johnson,President,,R,Lincoln,9
Ron Paul,President,,R,Lincoln,110
Rick Perry,President,,R,Lincoln,30
Mitt Romney,President,,R,Lincoln,1363
Rick Santorum,President,,R,Lincoln,1117
E. Allen Hathcock,U.S. Senate,,R,Lincoln,73
Robert Maloney,U.S. Senate,,R,Lincoln,150
Roger F. Wicker,U.S. Senate,,R,Lincoln,3526
Robert Estes,US House,1,R,Lincoln,
Allen Nunnelee,US House,1,R,Lincoln,
Henry Ross,US House,1,R,Lincoln,
Bill Marcy,US House,2,R,Lincoln,
Robert Allen,US House,3,R,Lincoln,236
Gregg Harper,US House,3,R,Lincoln,3475
Cindy Burleson,US House,4,R,Lincoln,
Steven Palazzo,US House,4,R,Lincoln,
Ron Vincent,US House,4,R,Lincoln,
Michelle Bachmann,President,,R,Lowndes,23
Newt Gingrich,President,,R,Lowndes,2064
Jon Huntsman,President,,R,Lowndes,13
Gary Johnson,President,,R,Lowndes,8
Ron Paul,President,,R,Lowndes,216
Rick Perry,President,,R,Lowndes,19
Mitt Romney,President,,R,Lowndes,2015
Rick Santorum,President,,R,Lowndes,1840
E. Allen Hathcock,U.S. Senate,,R,Lowndes,168
Robert Maloney,U.S. Senate,,R,Lowndes,243
Roger F. Wicker,U.S. Senate,,R,Lowndes,5666
Robert Estes,US House,1,R,Lowndes,334
Allen Nunnelee,US House,1,R,Lowndes,3983
Henry Ross,US House,1,R,Lowndes,1787
Bill Marcy,US House,2,R,Lowndes,
Robert Allen,US House,3,R,Lowndes,
Gregg Harper,US House,3,R,Lowndes,
Cindy Burleson,US House,4,R,Lowndes,
Steven Palazzo,US House,4,R,Lowndes,
Ron Vincent,US House,4,R,Lowndes,
Michelle Bachmann,President,,R,Madison,18
Newt Gingrich,President,,R,Madison,3453
Jon Huntsman,President,,R,Madison,18
Gary Johnson,President,,R,Madison,5
Ron Paul,President,,R,Madison,498
Rick Perry,President,,R,Madison,31
Mitt Romney,President,,R,Madison,5569
Rick Santorum,President,,R,Madison,3380
E. Allen Hathcock,U.S. Senate,,R,Madison,403
Robert Maloney,U.S. Senate,,R,Madison,652
Roger F. Wicker,U.S. Senate,,R,Madison,11562
Robert Estes,US House,1,R,Madison,
Allen Nunnelee,US House,1,R,Madison,
Henry Ross,US House,1,R,Madison,
Bill Marcy,US House,2,R,Madison,1059
Robert Allen,US House,3,R,Madison,865
Gregg Harper,US House,3,R,Madison,10496
Cindy Burleson,US House,4,R,Madison,
Steven Palazzo,US House,4,R,Madison,
Ron Vincent,US House,4,R,Madison,
Michelle Bachmann,President,,R,Marion,12
Newt Gingrich,President,,R,Marion,1365
Jon Huntsman,President,,R,Marion,2
Gary Johnson,President,,R,Marion,9
Ron Paul,President,,R,Marion,86
Rick Perry,President,,R,Marion,18
Mitt Romney,President,,R,Marion,998
Rick Santorum,President,,R,Marion,1045
E. Allen Hathcock,U.S. Senate,,R,Marion,129
Robert Maloney,U.S. Senate,,R,Marion,253
Roger F. Wicker,U.S. Senate,,R,Marion,3077
Robert Estes,US House,1,R,Marion,
Allen Nunnelee,US House,1,R,Marion,
Henry Ross,US House,1,R,Marion,
Bill Marcy,US House,2,R,Marion,
Robert Allen,US House,3,R,Marion,
Gregg Harper,US House,3,R,Marion,
Cindy Burleson,US House,4,R,Marion,197
Steven Palazzo,US House,4,R,Marion,2834
Ron Vincent,US House,4,R,Marion,414
Michelle Bachmann,President,,R,Marshall,11
Newt Gingrich,President,,R,Marshall,706
Jon Huntsman,President,,R,Marshall,3
Gary Johnson,President,,R,Marshall,3
Ron Paul,President,,R,Marshall,113
Rick Perry,President,,R,Marshall,16
Mitt Romney,President,,R,Marshall,697
Rick Santorum,President,,R,Marshall,1128
E. Allen Hathcock,U.S. Senate,,R,Marshall,137
Robert Maloney,U.S. Senate,,R,Marshall,161
Roger F. Wicker,U.S. Senate,,R,Marshall,2231
Robert Estes,US House,1,R,Marshall,435
Allen Nunnelee,US House,1,R,Marshall,1317
Henry Ross,US House,1,R,Marshall,820
Bill Marcy,US House,2,R,Marshall,
Robert Allen,US House,3,R,Marshall,
Gregg Harper,US House,3,R,Marshall,
Cindy Burleson,US House,4,R,Marshall,
Steven Palazzo,US House,4,R,Marshall,
Ron Vincent,US House,4,R,Marshall,
Michelle Bachmann,President,,R,Monroe,16
Newt Gingrich,President,,R,Monroe,1188
Jon Huntsman,President,,R,Monroe,5
Gary Johnson,President,,R,Monroe,6
Ron Paul,President,,R,Monroe,123
Rick Perry,President,,R,Monroe,18
Mitt Romney,President,,R,Monroe,941
Rick Santorum,President,,R,Monroe,1324
E. Allen Hathcock,U.S. Senate,,R,Monroe,158
Robert Maloney,U.S. Senate,,R,Monroe,143
Roger F. Wicker,U.S. Senate,,R,Monroe,3253
Robert Estes,US House,1,R,Monroe,328
Allen Nunnelee,US House,1,R,Monroe,2331
Henry Ross,US House,1,R,Monroe,887
Bill Marcy,US House,2,R,Monroe,
Robert Allen,US House,3,R,Monroe,
Gregg Harper,US House,3,R,Monroe,
Cindy Burleson,US House,4,R,Monroe,
Steven Palazzo,US House,4,R,Monroe,
Ron Vincent,US House,4,R,Monroe,
Michelle Bachmann,President,,R,Montgomery,3
Newt Gingrich,President,,R,Montgomery,359
Jon Huntsman,President,,R,Montgomery,2
Gary Johnson,President,,R,Montgomery,5
Ron Paul,President,,R,Montgomery,39
Rick Perry,President,,R,Montgomery,11
Mitt Romney,President,,R,Montgomery,317
Rick Santorum,President,,R,Montgomery,371
E. Allen Hathcock,U.S. Senate,,R,Montgomery,71
Robert Maloney,U.S. Senate,,R,Montgomery,50
Roger F. Wicker,U.S. Senate,,R,Montgomery,964
Robert Estes,US House,1,R,Montgomery,
Allen Nunnelee,US House,1,R,Montgomery,
Henry Ross,US House,1,R,Montgomery,
Bill Marcy,US House,2,R,Montgomery,902
