candidate,office,district,party,county,votes
Mike Sumrall ,State Auditor,,Dem,Lee,7375
Stacey E. Pickering ,State Auditor,,Rep,Leflore,2931
Mike Sumrall ,State Auditor,,Dem,Leflore,4407
Stacey E. Pickering ,State Auditor,,Rep,Lincoln,5634
Mike Sumrall ,State Auditor,,Dem,Lincoln,3785
Stacey E. Pickering ,State Auditor,,Rep,Lowndes,9279
Mike Sumrall ,State Auditor,,Dem,Lowndes,6195
Stacey E. Pickering ,State Auditor,,Rep,Madison,16983
Mike Sumrall ,State Auditor,,Dem,Madison,9147
Stacey E. Pickering ,State Auditor,,Rep,Marion,5201
Mike Sumrall ,State Auditor,,Dem,Marion,3859
Stacey E. Pickering ,State Auditor,,Rep,Marshall,2416
Mike Sumrall ,State Auditor,,Dem,Marshall,4360
Stacey E. Pickering ,State Auditor,,Rep,Monroe,5913
Mike Sumrall ,State Auditor,,Dem,Monroe,4842
Stacey E. Pickering ,State Auditor,,Rep,Montgomery,1804
Mike Sumrall ,State Auditor,,Dem,Montgomery,2485
Stacey E. Pickering ,State Auditor,,Rep,Neshoba,4723
Mike Sumrall ,State Auditor,,Dem,Neshoba,2700
Stacey E. Pickering ,State Auditor,,Rep,Newton,3927
Mike Sumrall ,State Auditor,,Dem,Newton,2174
Stacey E. Pickering ,State Auditor,,Rep,Noxubee,1155
Mike Sumrall ,State Auditor,,Dem,Noxubee,2157
Stacey E. Pickering ,State Auditor,,Rep,Oktibbeha,5727
Mike Sumrall ,State Auditor,,Dem,Oktibbeha,4696
Stacey E. Pickering ,State Auditor,,Rep,Panola,2943
Mike Sumrall ,State Auditor,,Dem,Panola,4730
Stacey E. Pickering ,State Auditor,,Rep,Pearl River,8168
Mike Sumrall ,State Auditor,,Dem,Pearl River,4470
Stacey E. Pickering ,State Auditor,,Rep,Perry,1971
Mike Sumrall ,State Auditor,,Dem,Perry,1519
Stacey E. Pickering ,State Auditor,,Rep,Pike,5459
Mike Sumrall ,State Auditor,,Dem,Pike,5367
Stacey E. Pickering ,State Auditor,,Rep,Pontotoc,5304
Mike Sumrall ,State Auditor,,Dem,Pontotoc,2978
Stacey E. Pickering ,State Auditor,,Rep,Prentiss,3653
Mike Sumrall ,State Auditor,,Dem,Prentiss,3137
Stacey E. Pickering ,State Auditor,,Rep,Quitman,717
Mike Sumrall ,State Auditor,,Dem,Quitman,1450
Stacey E. Pickering ,State Auditor,,Rep,Rankin,26814
Mike Sumrall ,State Auditor,,Dem,Rankin,8362
Stacey E. Pickering ,State Auditor,,Rep,Scott,3867
Mike Sumrall ,State Auditor,,Dem,Scott,3103
Stacey E. Pickering ,State Auditor,,Rep,Sharkey,741
Mike Sumrall ,State Auditor,,Dem,Sharkey,1239
Stacey E. Pickering ,State Auditor,,Rep,Simpson,4784
Mike Sumrall ,State Auditor,,Dem,Simpson,3722
Stacey E. Pickering ,State Auditor,,Rep,Smith,3441
Mike Sumrall ,State Auditor,,Dem,Smith,2405
Stacey E. Pickering ,State Auditor,,Rep,Stone,2683
Mike Sumrall ,State Auditor,,Dem,Stone,1928
Stacey E. Pickering ,State Auditor,,Rep,Sunflower,2220
Mike Sumrall ,State Auditor,,Dem,Sunflower,3923
Stacey E. Pickering ,State Auditor,,Rep,Tallahatchie,1486
Mike Sumrall ,State Auditor,,Dem,Tallahatchie,3037
Stacey E. Pickering ,State Auditor,,Rep,Tate,3219
Mike Sumrall ,State Auditor,,Dem,Tate,3040
Stacey E. Pickering ,State Auditor,,Rep,Tippah,3183
Mike Sumrall ,State Auditor,,Dem,Tippah,3415
Stacey E. Pickering ,State Auditor,,Rep,Tishomingo,3174
Mike Sumrall ,State Auditor,,Dem,Tishomingo,3073
Stacey E. Pickering ,State Auditor,,Rep,Tunica,856
Mike Sumrall ,State Auditor,,Dem,Tunica,1448
Stacey E. Pickering ,State Auditor,,Rep,Union,3900
Mike Sumrall ,State Auditor,,Dem,Union,3036
Stacey E. Pickering ,State Auditor,,Rep,Walthall,2249
Mike Sumrall ,State Auditor,,Dem,Walthall,1991
Stacey E. Pickering ,State Auditor,,Rep,Warren,6997
Mike Sumrall ,State Auditor,,Dem,Warren,5948
Stacey E. Pickering ,State Auditor,,Rep,Washington,3795
Mike Sumrall ,State Auditor,,Dem,Washington,5209
Stacey E. Pickering ,State Auditor,,Rep,Wayne,3541
Mike Sumrall ,State Auditor,,Dem,Wayne,3525
Stacey E. Pickering ,State Auditor,,Rep,Webster,2519
Mike Sumrall ,State Auditor,,Dem,Webster,1423
Stacey E. Pickering ,State Auditor,,Rep,Wilkinson,919
Mike Sumrall ,State Auditor,,Dem,Wilkinson,1694
Stacey E. Pickering ,State Auditor,,Rep,Winston,3942
Mike Sumrall ,State Auditor,,Dem,Winston,3369
Stacey E. Pickering ,State Auditor,,Rep,Yalobusha,1601
Mike Sumrall ,State Auditor,,Dem,Yalobusha,1945
Stacey E. Pickering ,State Auditor,,Rep,Yazoo,3998
Mike Sumrall ,State Auditor,,Dem,Yazoo,3359
Stacey E. Pickering ,State Auditor,,Rep,,399279
Mike Sumrall ,State Auditor,,Dem,,327033
Gary Anderson ,Commissioner of Insurance,,Dem,Adams,4070
Mike Chaney ,Commissioner of Insurance,,Rep,Adams,3932
Gary Anderson ,Commissioner of Insurance,,Dem,Alcorn,4025
Mike Chaney ,Commissioner of Insurance,,Rep,Alcorn,4652
Gary Anderson ,Commissioner of Insurance,,Dem,Amite,2288
Mike Chaney ,Commissioner of Insurance,,Rep,Amite,2544
Gary Anderson ,Commissioner of Insurance,,Dem,Attala,2301
Mike Chaney ,Commissioner of Insurance,,Rep,Attala,3089
Gary Anderson ,Commissioner of Insurance,,Dem,Benton,1230
Mike Chaney ,Commissioner of Insurance,,Rep,Benton,970
Gary Anderson ,Commissioner of Insurance,,Dem,Bolivar,4913
Mike Chaney ,Commissioner of Insurance,,Rep,Bolivar,3370
Gary Anderson ,Commissioner of Insurance,,Dem,Calhoun,2405
Mike Chaney ,Commissioner of Insurance,,Rep,Calhoun,2743
Gary Anderson ,Commissioner of Insurance,,Dem,Carroll,1454
Mike Chaney ,Commissioner of Insurance,,Rep,Carroll,2544
Gary Anderson ,Commissioner of Insurance,,Dem,Chickasaw,2811
Mike Chaney ,Commissioner of Insurance,,Rep,Chickasaw,2557
Gary Anderson ,Commissioner of Insurance,,Dem,Choctaw,1099
Mike Chaney ,Commissioner of Insurance,,Rep,Choctaw,1846
Gary Anderson ,Commissioner of Insurance,,Dem,Claiborne,2606
Mike Chaney ,Commissioner of Insurance,,Rep,Claiborne,705
Gary Anderson ,Commissioner of Insurance,,Dem,Clarke,2152
Mike Chaney ,Commissioner of Insurance,,Rep,Clarke,3424
Gary Anderson ,Commissioner of Insurance,,Dem,Clay,4028
Mike Chaney ,Commissioner of Insurance,,Rep,Clay,3388
Gary Anderson ,Commissioner of Insurance,,Dem,Coahoma,2716
Mike Chaney ,Commissioner of Insurance,,Rep,Coahoma,1970
Gary Anderson ,Commissioner of Insurance,,Dem,Copiah,3969
Mike Chaney ,Commissioner of Insurance,,Rep,Copiah,3751
Gary Anderson ,Commissioner of Insurance,,Dem,Covington,3230
Mike Chaney ,Commissioner of Insurance,,Rep,Covington,3762
Gary Anderson ,Commissioner of Insurance,,Dem,Desoto,4431
Mike Chaney ,Commissioner of Insurance,,Rep,Desoto,13881
Gary Anderson ,Commissioner of Insurance,,Dem,Forrest,6248
Mike Chaney ,Commissioner of Insurance,,Rep,Forrest,9772
Gary Anderson ,Commissioner of Insurance,,Dem,Franklin,1062
Mike Chaney ,Commissioner of Insurance,,Rep,Franklin,1535
Gary Anderson ,Commissioner of Insurance,,Dem,George,2070
Mike Chaney ,Commissioner of Insurance,,Rep,George,3106
Gary Anderson ,Commissioner of Insurance,,Dem,Greene,1454
Mike Chaney ,Commissioner of Insurance,,Rep,Greene,1982
Gary Anderson ,Commissioner of Insurance,,Dem,Grenada,2906
Mike Chaney ,Commissioner of Insurance,,Rep,Grenada,3569
Gary Anderson ,Commissioner of Insurance,,Dem,Hancock,3960
Mike Chaney ,Commissioner of Insurance,,Rep,Hancock,5898
Gary Anderson ,Commissioner of Insurance,,Dem,Harrison,12193
Mike Chaney ,Commissioner of Insurance,,Rep,Harrison,20977
Gary Anderson ,Commissioner of Insurance,,Dem,Hinds,37587
Mike Chaney ,Commissioner of Insurance,,Rep,Hinds,23169
Gary Anderson ,Commissioner of Insurance,,Dem,Holmes,3997
Mike Chaney ,Commissioner of Insurance,,Rep,Holmes,1339
Gary Anderson ,Commissioner of Insurance,,Dem,Humphreys,2448
Mike Chaney ,Commissioner of Insurance,,Rep,Humphreys,1331
Gary Anderson ,Commissioner of Insurance,,Dem,Issaquena,406
Mike Chaney ,Commissioner of Insurance,,Rep,Issaquena,364
Gary Anderson ,Commissioner of Insurance,,Dem,Itawamba,3126
Mike Chaney ,Commissioner of Insurance,,Rep,Itawamba,4067
Gary Anderson ,Commissioner of Insurance,,Dem,Jackson,10878
Mike Chaney ,Commissioner of Insurance,,Rep,Jackson,20629
Gary Anderson ,Commissioner of Insurance,,Dem,Jasper,3115
Mike Chaney ,Commissioner of Insurance,,Rep,Jasper,2259
Gary Anderson ,Commissioner of Insurance,,Dem,Jefferson,2504
Mike Chaney ,Commissioner of Insurance,,Rep,Jefferson,440
Gary Anderson ,Commissioner of Insurance,,Dem,Jefferson Davis,3584
Mike Chaney ,Commissioner of Insurance,,Rep,Jefferson Davis,2291
Gary Anderson ,Commissioner of Insurance,,Dem,Jones,6976
Mike Chaney ,Commissioner of Insurance,,Rep,Jones,12657
Gary Anderson ,Commissioner of Insurance,,Dem,Kemper,2238
Mike Chaney ,Commissioner of Insurance,,Rep,Kemper,1509
Gary Anderson ,Commissioner of Insurance,,Dem,Lafayette,3297
Mike Chaney ,Commissioner of Insurance,,Rep,Lafayette,4983
Gary Anderson ,Commissioner of Insurance,,Dem,Lamar,3198
Mike Chaney ,Commissioner of Insurance,,Rep,Lamar,10021
Gary Anderson ,Commissioner of Insurance,,Dem,Lauderdale,5942
Mike Chaney ,Commissioner of Insurance,,Rep,Lauderdale,12035
Gary Anderson ,Commissioner of Insurance,,Dem,Lawrence,1872
Mike Chaney ,Commissioner of Insurance,,Rep,Lawrence,2176
Gary Anderson ,Commissioner of Insurance,,Dem,Leake,2526
Mike Chaney ,Commissioner of Insurance,,Rep,Leake,3247
Gary Anderson ,Commissioner of Insurance,,Dem,Lee,7455
Mike Chaney ,Commissioner of Insurance,,Rep,Lee,12731
Gary Anderson ,Commissioner of Insurance,,Dem,Leflore,4342
Mike Chaney ,Commissioner of Insurance,,Rep,Leflore,3126
Gary Anderson ,Commissioner of Insurance,,Dem,Lincoln,3737
Mike Chaney ,Commissioner of Insurance,,Rep,Lincoln,5713
Gary Anderson ,Commissioner of Insurance,,Dem,Lowndes,6455
Mike Chaney ,Commissioner of Insurance,,Rep,Lowndes,9182
Gary Anderson ,Commissioner of Insurance,,Dem,Madison,9526
Mike Chaney ,Commissioner of Insurance,,Rep,Madison,16846
Gary Anderson ,Commissioner of Insurance,,Dem,Marion,3513
Mike Chaney ,Commissioner of Insurance,,Rep,Marion,5565
Gary Anderson ,Commissioner of Insurance,,Dem,Marshall,4191
Mike Chaney ,Commissioner of Insurance,,Rep,Marshall,2832
Gary Anderson ,Commissioner of Insurance,,Dem,Monroe,4751
Mike Chaney ,Commissioner of Insurance,,Rep,Monroe,6100
Gary Anderson ,Commissioner of Insurance,,Dem,Montgomery,2050
Mike Chaney ,Commissioner of Insurance,,Rep,Montgomery,2275
Gary Anderson ,Commissioner of Insurance,,Dem,Neshoba,2394
Mike Chaney ,Commissioner of Insurance,,Rep,Neshoba,5075
Gary Anderson ,Commissioner of Insurance,,Dem,Newton,2006
Mike Chaney ,Commissioner of Insurance,,Rep,Newton,4118
Gary Anderson ,Commissioner of Insurance,,Dem,Noxubee,2236
Mike Chaney ,Commissioner of Insurance,,Rep,Noxubee,1135
Gary Anderson ,Commissioner of Insurance,,Dem,Oktibbeha,4709
Mike Chaney ,Commissioner of Insurance,,Rep,Oktibbeha,5812
Gary Anderson ,Commissioner of Insurance,,Dem,Panola,3736
Mike Chaney ,Commissioner of Insurance,,Rep,Panola,4089
Gary Anderson ,Commissioner of Insurance,,Dem,Pearl River,3982
Mike Chaney ,Commissioner of Insurance,,Rep,Pearl River,8755
Gary Anderson ,Commissioner of Insurance,,Dem,Perry,1412
Mike Chaney ,Commissioner of Insurance,,Rep,Perry,2074
Gary Anderson ,Commissioner of Insurance,,Dem,Pike,5565
Mike Chaney ,Commissioner of Insurance,,Rep,Pike,5300
Gary Anderson ,Commissioner of Insurance,,Dem,Pontotoc,3019
Mike Chaney ,Commissioner of Insurance,,Rep,Pontotoc,5343
Gary Anderson ,Commissioner of Insurance,,Dem,Prentiss,3255
Mike Chaney ,Commissioner of Insurance,,Rep,Prentiss,3606
Gary Anderson ,Commissioner of Insurance,,Dem,Quitman,1273
Mike Chaney ,Commissioner of Insurance,,Rep,Quitman,937
Gary Anderson ,Commissioner of Insurance,,Dem,Rankin,8245
Mike Chaney ,Commissioner of Insurance,,Rep,Rankin,27107
Gary Anderson ,Commissioner of Insurance,,Dem,Scott,2980
Mike Chaney ,Commissioner of Insurance,,Rep,Scott,4037
Gary Anderson ,Commissioner of Insurance,,Dem,Sharkey,1244
Mike Chaney ,Commissioner of Insurance,,Rep,Sharkey,796
Gary Anderson ,Commissioner of Insurance,,Dem,Simpson,3473
Mike Chaney ,Commissioner of Insurance,,Rep,Simpson,5093
Gary Anderson ,Commissioner of Insurance,,Dem,Smith,2162
Mike Chaney ,Commissioner of Insurance,,Rep,Smith,3692
Gary Anderson ,Commissioner of Insurance,,Dem,Stone,1913
Mike Chaney ,Commissioner of Insurance,,Rep,Stone,2728
Gary Anderson ,Commissioner of Insurance,,Dem,Sunflower,3886
Mike Chaney ,Commissioner of Insurance,,Rep,Sunflower,2371
Gary Anderson ,Commissioner of Insurance,,Dem,Tallahatchie,2765
Mike Chaney ,Commissioner of Insurance,,Rep,Tallahatchie,1838
Gary Anderson ,Commissioner of Insurance,,Dem,Tate,2531
Mike Chaney ,Commissioner of Insurance,,Rep,Tate,3891
Gary Anderson ,Commissioner of Insurance,,Dem,Tippah,2909
Mike Chaney ,Commissioner of Insurance,,Rep,Tippah,3805
Gary Anderson ,Commissioner of Insurance,,Dem,Tishomingo,2939
Mike Chaney ,Commissioner of Insurance,,Rep,Tishomingo,3397
Gary Anderson ,Commissioner of Insurance,,Dem,Tunica,1430
Mike Chaney ,Commissioner of Insurance,,Rep,Tunica,946
Gary Anderson ,Commissioner of Insurance,,Dem,Union,2581
Mike Chaney ,Commissioner of Insurance,,Rep,Union,4414
Gary Anderson ,Commissioner of Insurance,,Dem,Walthall,1878
Mike Chaney ,Commissioner of Insurance,,Rep,Walthall,2381
Gary Anderson ,Commissioner of Insurance,,Dem,Warren,5441
Mike Chaney ,Commissioner of Insurance,,Rep,Warren,7723
Gary Anderson ,Commissioner of Insurance,,Dem,Washington,5428
Mike Chaney ,Commissioner of Insurance,,Rep,Washington,3738
Gary Anderson ,Commissioner of Insurance,,Dem,Wayne,3386
Mike Chaney ,Commissioner of Insurance,,Rep,Wayne,3712
Gary Anderson ,Commissioner of Insurance,,Dem,Webster,1203
Mike Chaney ,Commissioner of Insurance,,Rep,Webster,2768
Gary Anderson ,Commissioner of Insurance,,Dem,Wilkinson,1679
Mike Chaney ,Commissioner of Insurance,,Rep,Wilkinson,961
Gary Anderson ,Commissioner of Insurance,,Dem,Winston,3116
Mike Chaney ,Commissioner of Insurance,,Rep,Winston,4230
Gary Anderson ,Commissioner of Insurance,,Dem,Yalobusha,1654
Mike Chaney ,Commissioner of Insurance,,Rep,Yalobusha,1942
Gary Anderson ,Commissioner of Insurance,,Dem,Yazoo,3522
Mike Chaney ,Commissioner of Insurance,,Rep,Yazoo,4050
Gary Anderson ,Commissioner of Insurance,,Dem,,319287
Mike Chaney ,Commissioner of Insurance,,Rep,,414718
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Adams,3758
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Adams,4012
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Adams,233
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Alcorn,3979
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Alcorn,4048
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Alcorn,598
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Amite,2274
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Amite,2316
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Amite,246
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Attala,2118
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Attala,2921
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Attala,333
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Benton,1187
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Benton,827
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Benton,147
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Bolivar,4794
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Bolivar,2711
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Bolivar,459
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Calhoun,2130
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Calhoun,2645
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Calhoun,352
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Carroll,1794
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Carroll,1750
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Carroll,429
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Chickasaw,2477
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Chickasaw,2387
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Chickasaw,453
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Choctaw,1101
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Choctaw,1641
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Choctaw,180
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Claiborne,2417
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Claiborne,709
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Claiborne,169
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Clarke,1963
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Clarke,3224
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Clarke,384
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Clay,4013
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Clay,2904
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Clay,462
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Coahoma,2678
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Coahoma,1641
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Coahoma,283
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Copiah,3811
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Copiah,3396
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Copiah,490
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Covington,3095
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Covington,3565
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Covington,340
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Desoto,4129
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Desoto,11912
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Desoto,1928
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Forrest,6690
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Forrest,8225
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Forrest,977
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Franklin,943
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Franklin,1513
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Franklin,133
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,George,1478
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,George,3464
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,George,235
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Greene,1316
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Greene,1927
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Greene,191
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Grenada,3294
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Grenada,2598
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Grenada,499
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Hancock,3098
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Hancock,6104
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Hancock,524
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Harrison,9164
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Harrison,21989
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Harrison,1452
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Hinds,36020
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Hinds,20685
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Hinds,3525
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Holmes,3726
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Holmes,1281
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Holmes,253
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Humphreys,2158
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Humphreys,1262
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Humphreys,302
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Issaquena,416
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Issaquena,295
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Issaquena,38
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Itawamba,2755
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Itawamba,3797
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Itawamba,607
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Jackson,8885
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Jackson,20765
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Jackson,1509
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Jasper,3160
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Jasper,2048
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Jasper,167
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Jefferson,2271
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Jefferson,575
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Jefferson,87
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Jefferson Davis,3467
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Jefferson Davis,2143
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Jefferson Davis,245
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Jones,7934
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Jones,10820
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Jones,846
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Kemper,2053
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Kemper,1486
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Kemper,170
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Lafayette,3475
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Lafayette,4021
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Lafayette,689
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Lamar,3799
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Lamar,8303
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Lamar,1062
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Lauderdale,5511
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Lauderdale,11705
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Lauderdale,702
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Lawrence,1680
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Lawrence,2037
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Lawrence,345
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Leake,2415
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Leake,3036
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Leake,315
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Lee,7192
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Lee,11054
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Lee,1563
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Leflore,4290
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Leflore,2567
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Leflore,470
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Lincoln,3456
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Lincoln,5311
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Lincoln,645
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Lowndes,6812
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Lowndes,7541
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Lowndes,1081
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Madison,10442
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Madison,13338
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Madison,2287
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Marion,3400
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Marion,5099
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Marion,573
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Marshall,3870
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Marshall,2520
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Marshall,352
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Monroe,4387
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Monroe,5427
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Monroe,988
Rickey L. Cole ,Commissioner of Agriculture & Commerce,,Dem,Montgomery,2147
Lester Spell ,Commissioner of Agriculture & Commerce,,Rep,Montgomery,1882
Paul Leslie Riley ,Commissioner of Agriculture & Commerce,,Cns,Montgomery,284
