county,office,district,candidate,party,precinct,votes
Holmes,Supervisor,3,Debra Mabry,Democrat,Beat 4 Walden Chapel (A-Z),X
Holmes,Supervisor,3,Edward 'Ed' Lewis,Independent,Beat 4 Walden Chapel (A-Z),X
Holmes,Supervisor,4,Leroy Johnson,Democrat,Beat 4 Walden Chapel (A-Z),99
Holmes,Supervisor,4,Zachary 'Zack' Killebrew,Independent,Beat 4 Walden Chapel (A-Z),16
Holmes,Supervisor,5,Alphonso 'Big Money' Greer,Democrat,Beat 4 Walden Chapel (A-Z),X
Holmes,Supervisor,5,David Cross,Independent,Beat 4 Walden Chapel (A-Z),X
Holmes,Constable,1,Sharkey Ford Sr,Democrat,Beat 5 Cruger (A-Z),168
Holmes,Constable,2,Willie Anderson,Democrat,Beat 5 Cruger (A-Z),X
Holmes,Constable,2,Robert F Kirklin Sr,Independent,Beat 5 Cruger (A-Z),X
Holmes,Circuit Clerk,,Earlin Wright-Hart,Democrat,Beat 5 Cruger (A-Z),176
Holmes,Coroner,,Dexter 'Skip' Howard,Democrat,Beat 5 Cruger (A-Z),165
Holmes,Prosecuting Attorney,,Charles 'Chuck' Edwards,Democrat,Beat 5 Cruger (A-Z),167
Holmes,Sheriff,,Willie E march,Democrat,Beat 5 Cruger (A-Z),79
Holmes,Sheriff,,Mickey P Chisolm,Independent,Beat 5 Cruger (A-Z),24
Holmes,Sheriff,,Joseph 'Joey' Head,Independent,Beat 5 Cruger (A-Z),91
Holmes,Tax Collector,,Linda Rollins,Democrat,Beat 5 Cruger (A-Z),169
Holmes,Chancery Clerk,,Charlie Luckett,Democrat,Beat 5 Cruger (A-Z),163
Holmes,Justice Court Judge,1,Shirley Neal,Democrat,Beat 5 Cruger (A-Z),170
Holmes,Justice Court Judge,2,Marcus Fisher,Democrat,Beat 5 Cruger (A-Z),X
Holmes,Bond Referendum,,For,,Beat 5 Cruger (A-Z),105
Holmes,Bond Referendum,,Against,,Beat 5 Cruger (A-Z),74
Holmes,Bond Referendum,,Over Vote,,Beat 5 Cruger (A-Z),0
Holmes,Bond Referendum,,Under Vote,,Beat 5 Cruger (A-Z),0
Holmes,Transportation Commissioner - Central District,,Butch Lee,Republican,Beat 5 Cruger (A-Z),48
Holmes,Transportation Commissioner - Central District,,Willie E Simmons,Democrat,Beat 5 Cruger (A-Z),138
Holmes,Attorney General,,Jennifer Riley Collins,Democrat,Beat 5 Cruger (A-Z),141
Holmes,Attorney General,,Lynn Fitch,Republican,Beat 5 Cruger (A-Z),50
Holmes,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,Beat 5 Cruger (A-Z),132
Holmes,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,Beat 5 Cruger (A-Z),54
Holmes,Commissioner of Insurance,,Robert E Amos,Democrat,Beat 5 Cruger (A-Z),134
Holmes,Commissioner of Insurance,,Mike Cheney,Republican,Beat 5 Cruger (A-Z),56
Holmes,District Attorney,21,Akillie Malone Oliver,Democrat,Beat 5 Cruger (A-Z),166
Holmes,Governor,,Jim Hood,Democrat,Beat 5 Cruger (A-Z),156
Holmes,Governor,,Tate Reeves,Repubilcan,Beat 5 Cruger (A-Z),40
Holmes,Governor,,Bob Hickingbottom,Constitution,Beat 5 Cruger (A-Z),0
Holmes,Governor,,David R. Singletary,Independent,Beat 5 Cruger (A-Z),1
Holmes,State House,47,Bryant Clark,Democrat,Beat 5 Cruger (A-Z),X
Holmes,State House,48,Jason White,Republican,Beat 5 Cruger (A-Z),X
Holmes,Lieutenant Governor,,Delbert Hoseman,Republican,Beat 5 Cruger (A-Z),60
Holmes,Lieutenant Governor,,Jay Hugues,Democrat,Beat 5 Cruger (A-Z),127
Holmes,Public Service Commissioner - Central District,,Brent Bailey,Republican,Beat 5 Cruger (A-Z),60
Holmes,Public Service Commissioner - Central District,,DeKeither A stamps,Democrat,Beat 5 Cruger (A-Z),124
Holmes,State Auditor,,Shad White,Republican,Beat 5 Cruger (A-Z),115
Holmes,State House,34,Kevin Horan,Democrat,Beat 5 Cruger (A-Z),168
Holmes,Secretary of State,,Johny DuPree,Republican,Beat 5 Cruger (A-Z),130
Holmes,Secretary of State,,Michael Watson,Democrat,Beat 5 Cruger (A-Z),57
Holmes,State Senate,21,Barbara Blackmon,Democrat,Beat 5 Cruger (A-Z),X
Holmes,State Senate,24,David Jordan,Democrat,Beat 5 Cruger (A-Z),168
Holmes,State Treasurer,,Addie Lee Green,Democrat,Beat 5 Cruger (A-Z),125
Holmes,State Treasurer,,David McRae,Republican,Beat 5 Cruger (A-Z),58
Holmes,Supervisor,1,Leonard 'Hamp' Hampton,Democrat,Beat 5 Cruger (A-Z),X
Holmes,Supervisor,2,James H Young,Democrat,Beat 5 Cruger (A-Z),X
Holmes,Supervisor,3,Debra Mabry,Democrat,Beat 5 Cruger (A-Z),X
Holmes,Supervisor,3,Edward 'Ed' Lewis,Independent,Beat 5 Cruger (A-Z),X
Holmes,Supervisor,4,Leroy Johnson,Democrat,Beat 5 Cruger (A-Z),X
Holmes,Supervisor,4,Zachary 'Zack' Killebrew,Independent,Beat 5 Cruger (A-Z),X
Holmes,Supervisor,5,Alphonso 'Big Money' Greer,Democrat,Beat 5 Cruger (A-Z),158
Holmes,Supervisor,5,David Cross,Independent,Beat 5 Cruger (A-Z),28
Holmes,Constable,1,Sharkey Ford Sr,Democrat,Beat 5 Lexington (A-Z),151
Holmes,Constable,2,Willie Anderson,Democrat,Beat 5 Lexington (A-Z),66
Holmes,Constable,2,Robert F Kirklin Sr,Independent,Beat 5 Lexington (A-Z),30
Holmes,Circuit Clerk,,Earlin Wright-Hart,Democrat,Beat 5 Lexington (A-Z),242
Holmes,Coroner,,Dexter 'Skip' Howard,Democrat,Beat 5 Lexington (A-Z),239
Holmes,Prosecuting Attorney,,Charles 'Chuck' Edwards,Democrat,Beat 5 Lexington (A-Z),254
Holmes,Sheriff,,Willie E march,Democrat,Beat 5 Lexington (A-Z),132
Holmes,Sheriff,,Mickey P Chisolm,Independent,Beat 5 Lexington (A-Z),32
Holmes,Sheriff,,Joseph 'Joey' Head,Independent,Beat 5 Lexington (A-Z),114
Holmes,Tax Collector,,Linda Rollins,Democrat,Beat 5 Lexington (A-Z),255
Holmes,Chancery Clerk,,Charlie Luckett,Democrat,Beat 5 Lexington (A-Z),242
Holmes,Justice Court Judge,1,Shirley Neal,Democrat,Beat 5 Lexington (A-Z),156
Holmes,Justice Court Judge,2,Marcus Fisher,Democrat,Beat 5 Lexington (A-Z),84
Holmes,Bond Referendum,,For,,Beat 5 Lexington (A-Z),84
Holmes,Bond Referendum,,Against,,Beat 5 Lexington (A-Z),176
Holmes,Bond Referendum,,Over Vote,,Beat 5 Lexington (A-Z),0
Holmes,Bond Referendum,,Under Vote,,Beat 5 Lexington (A-Z),0
Holmes,Transportation Commissioner - Central District,,Butch Lee,Republican,Beat 5 Lexington (A-Z),126
Holmes,Transportation Commissioner - Central District,,Willie E Simmons,Democrat,Beat 5 Lexington (A-Z),146
Holmes,Attorney General,,Jennifer Riley Collins,Democrat,Beat 5 Lexington (A-Z),157
Holmes,Attorney General,,Lynn Fitch,Republican,Beat 5 Lexington (A-Z),118
Holmes,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,Beat 5 Lexington (A-Z),147
Holmes,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,Beat 5 Lexington (A-Z),124
Holmes,Commissioner of Insurance,,Robert E Amos,Democrat,Beat 5 Lexington (A-Z),141
Holmes,Commissioner of Insurance,,Mike Cheney,Republican,Beat 5 Lexington (A-Z),131
Holmes,District Attorney,21,Akillie Malone Oliver,Democrat,Beat 5 Lexington (A-Z),230
Holmes,Governor,,Jim Hood,Democrat,Beat 5 Lexington (A-Z),173
Holmes,Governor,,Tate Reeves,Repubilcan,Beat 5 Lexington (A-Z),105
Holmes,Governor,,Bob Hickingbottom,Constitution,Beat 5 Lexington (A-Z),1
Holmes,Governor,,David R. Singletary,Independent,Beat 5 Lexington (A-Z),1
Holmes,State House,47,Bryant Clark,Democrat,Beat 5 Lexington (A-Z),249
Holmes,State House,48,Jason White,Republican,Beat 5 Lexington (A-Z),X
Holmes,Lieutenant Governor,,Delbert Hoseman,Republican,Beat 5 Lexington (A-Z),127
Holmes,Lieutenant Governor,,Jay Hugues,Democrat,Beat 5 Lexington (A-Z),139
Holmes,Public Service Commissioner - Central District,,Brent Bailey,Republican,Beat 5 Lexington (A-Z),130
Holmes,Public Service Commissioner - Central District,,DeKeither A stamps,Democrat,Beat 5 Lexington (A-Z),140
Holmes,State Auditor,,Shad White,Republican,Beat 5 Lexington (A-Z),188
Holmes,State House,34,Kevin Horan,Democrat,Beat 5 Lexington (A-Z),X
Holmes,Secretary of State,,Johny DuPree,Republican,Beat 5 Lexington (A-Z),143
Holmes,Secretary of State,,Michael Watson,Democrat,Beat 5 Lexington (A-Z),122
Holmes,State Senate,21,Barbara Blackmon,Democrat,Beat 5 Lexington (A-Z),X
Holmes,State Senate,24,David Jordan,Democrat,Beat 5 Lexington (A-Z),222
Holmes,State Treasurer,,Addie Lee Green,Democrat,Beat 5 Lexington (A-Z),144
Holmes,State Treasurer,,David McRae,Republican,Beat 5 Lexington (A-Z),130
Holmes,Supervisor,1,Leonard 'Hamp' Hampton,Democrat,Beat 5 Lexington (A-Z),X
Holmes,Supervisor,2,James H Young,Democrat,Beat 5 Lexington (A-Z),X
Holmes,Supervisor,3,Debra Mabry,Democrat,Beat 5 Lexington (A-Z),X
Holmes,Supervisor,3,Edward 'Ed' Lewis,Independent,Beat 5 Lexington (A-Z),X
Holmes,Supervisor,4,Leroy Johnson,Democrat,Beat 5 Lexington (A-Z),X
Holmes,Supervisor,4,Zachary 'Zack' Killebrew,Independent,Beat 5 Lexington (A-Z),X
Holmes,Supervisor,5,Alphonso 'Big Money' Greer,Democrat,Beat 5 Lexington (A-Z),191
Holmes,Supervisor,5,David Cross,Independent,Beat 5 Lexington (A-Z),73
Holmes,Constable,1,Sharkey Ford Sr,Democrat,Beat 5 Tohula,695
Holmes,Constable,2,Willie Anderson,Democrat,Beat 5 Tohula,X
Holmes,Constable,2,Robert F Kirklin Sr,Independent,Beat 5 Tohula,X
Holmes,Circuit Clerk,,Earlin Wright-Hart,Democrat,Beat 5 Tohula,694
Holmes,Coroner,,Dexter 'Skip' Howard,Democrat,Beat 5 Tohula,687
Holmes,Prosecuting Attorney,,Charles 'Chuck' Edwards,Democrat,Beat 5 Tohula,679
Holmes,Sheriff,,Willie E march,Democrat,Beat 5 Tohula,322
Holmes,Sheriff,,Mickey P Chisolm,Independent,Beat 5 Tohula,18
Holmes,Sheriff,,Joseph 'Joey' Head,Independent,Beat 5 Tohula,457
Holmes,Tax Collector,,Linda Rollins,Democrat,Beat 5 Tohula,696
Holmes,Chancery Clerk,,Charlie Luckett,Democrat,Beat 5 Tohula,684
Holmes,Justice Court Judge,1,Shirley Neal,Democrat,Beat 5 Tohula,697
Holmes,Justice Court Judge,2,Marcus Fisher,Democrat,Beat 5 Tohula,X
Holmes,Bond Referendum,,For,,Beat 5 Tohula,419
Holmes,Bond Referendum,,Against,,Beat 5 Tohula,268
Holmes,Bond Referendum,,Over Vote,,Beat 5 Tohula,0
Holmes,Bond Referendum,,Under Vote,,Beat 5 Tohula,0
Holmes,Transportation Commissioner - Central District,,Butch Lee,Republican,Beat 5 Tohula,86
Holmes,Transportation Commissioner - Central District,,Willie E Simmons,Democrat,Beat 5 Tohula,676
Holmes,Attorney General,,Jennifer Riley Collins,Democrat,Beat 5 Tohula,689
Holmes,Attorney General,,Lynn Fitch,Republican,Beat 5 Tohula,85
Holmes,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,Beat 5 Tohula,657
Holmes,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,Beat 5 Tohula,94
Holmes,Commissioner of Insurance,,Robert E Amos,Democrat,Beat 5 Tohula,655
Holmes,Commissioner of Insurance,,Mike Cheney,Republican,Beat 5 Tohula,107
Holmes,District Attorney,21,Akillie Malone Oliver,Democrat,Beat 5 Tohula,689
Holmes,Governor,,Jim Hood,Democrat,Beat 5 Tohula,711
Holmes,Governor,,Tate Reeves,Repubilcan,Beat 5 Tohula,76
Holmes,Governor,,Bob Hickingbottom,Constitution,Beat 5 Tohula,4
Holmes,Governor,,David R. Singletary,Independent,Beat 5 Tohula,5
Holmes,State House,47,Bryant Clark,Democrat,Beat 5 Tohula,X
Holmes,State House,48,Jason White,Republican,Beat 5 Tohula,X
Holmes,Lieutenant Governor,,Delbert Hoseman,Republican,Beat 5 Tohula,132
Holmes,Lieutenant Governor,,Jay Hugues,Democrat,Beat 5 Tohula,626
Holmes,Public Service Commissioner - Central District,,Brent Bailey,Republican,Beat 5 Tohula,106
Holmes,Public Service Commissioner - Central District,,DeKeither A stamps,Democrat,Beat 5 Tohula,649
Holmes,State Auditor,,Shad White,Republican,Beat 5 Tohula,394
Holmes,State House,34,Kevin Horan,Democrat,Beat 5 Tohula,677
Holmes,Secretary of State,,Johny DuPree,Republican,Beat 5 Tohula,649
Holmes,Secretary of State,,Michael Watson,Democrat,Beat 5 Tohula,104
Holmes,State Senate,21,Barbara Blackmon,Democrat,Beat 5 Tohula,X
Holmes,State Senate,24,David Jordan,Democrat,Beat 5 Tohula,692
Holmes,State Treasurer,,Addie Lee Green,Democrat,Beat 5 Tohula,642
Holmes,State Treasurer,,David McRae,Republican,Beat 5 Tohula,113
Holmes,Supervisor,1,Leonard 'Hamp' Hampton,Democrat,Beat 5 Tohula,X
Holmes,Supervisor,2,James H Young,Democrat,Beat 5 Tohula,X
Holmes,Supervisor,3,Debra Mabry,Democrat,Beat 5 Tohula,X
Holmes,Supervisor,3,Edward 'Ed' Lewis,Independent,Beat 5 Tohula,X
Holmes,Supervisor,4,Leroy Johnson,Democrat,Beat 5 Tohula,X
Holmes,Supervisor,4,Zachary 'Zack' Killebrew,Independent,Beat 5 Tohula,X
Holmes,Supervisor,5,Alphonso 'Big Money' Greer,Democrat,Beat 5 Tohula,714
Holmes,Supervisor,5,David Cross,Independent,Beat 5 Tohula,68
